ENTIDAD;OFICINA;CUENTA;MESES DE MORA;COD. TRANF.;TC ASOCIADA
0013;1324;5063857859;6;T352;5695136118368561
0013;6990;5094148843;4;T349;520429356B484997
0013;1680;5054161664;5;T3231;5741877338885669
0013;2548;5073018585;6;T3149;524811346B762467
0013;6826;5027634296;3;XZ1196;5825375167356W69
0013;7198;5022154113;6;T3262;56450926Z2719714
0013;2395;5018795314;6;T320;5988838152993682
0013;1393;5025061359;6;T3291;4418565715126W63
0013;7978;5063751028;3;XZ1259;5719336686443947
0013;7002;5030813811;2;XZ127;51198210119929846
0013;5556;5059502270;4;T3123;4449939159927267
0013;7099;5077111742;2;XZ1121;56968022Z1446189
0013;2772;5087079056;2;XZ181;53650510913653228
0013;7092;5058057339;4;T3165;483407387B448791
0013;2513;5068516598;3;XZ1204;5267431A32351895
0013;8328;5039335032;3;XZ1128;5119147269865479
0013;3373;5019221883;2;XZ1289;59418429Z3488778
0013;2760;5060295189;4;T3100;46554810165468485
0013;6793;5042283959;1;XZ1216;4793536267838612
0013;3199;5017719650;2;XZ1178;487922337B244768
0013;7872;5047829791;4;T358;52717810622516696
0013;2533;5053791979;3;XZ1180;4737226265291651
0013;2927;5085969055;5;T3108;50270227Z4828795
0013;4170;5070863541;6;T3210;5927256257847634
0013;5195;5031917776;1;XZ1234;5628346943649331
0013;8018;5029760599;3;XZ1105;4238166685776678
0013;7408;5029905418;3;XZ1218;4873576945671687
0013;5691;5070022363;5;T3100;5169398518285917
0013;5667;5045561615;1;XZ1295;455598352B979375
0013;6749;5087783583;5;T362;47833910651921668
0013;5883;5061026693;1;XZ1121;5066825244778W27
0013;3047;5035600215;4;T332;4218056871815365
0013;6463;5054008413;6;T3174;4435755121284W49
0013;8280;5041693113;4;T3254;58045610475661654
0013;8559;5058303543;2;XZ1252;5215045997651W32
0013;3324;5028111105;6;T358;533510328B231133
0013;7449;5050040554;5;T394;58998710199393916
0013;6992;5053580719;5;T3205;4954779169176898
0013;6602;5024322853;4;T3136;49138510361219912
0013;4435;5024992487;4;T370;4546947171956528
0013;1009;5031025297;5;T315;4571626337151869
0013;6605;5052813897;3;XZ1199;46050128Z2559234
0013;1544;5014901240;4;T331;5756579537819562
0013;1989;5076750631;3;XZ1143;5400131A69855196
0013;6776;5026853479;6;T3207;49981910244871287
0013;1110;5019166929;5;T3258;5937919833528212
0013;5875;5021685514;2;XZ12;4179801A62526129
0013;1593;5069228419;4;T346;5143848957711527
0013;3019;5011250369;2;XZ121;47536310782785869
0013;5251;5020041861;5;T3109;4865639321437214
0013;4228;5031402904;4;T3132;5201369687651737
0013;3330;5044393210;6;T376;4641049283361587
0013;2316;5038319352;1;XZ1283;4850945949471W11
0013;3955;5041740060;4;T321;506651385B613158
0013;5748;5090877766;2;XZ1275;5793386613975116
0013;7426;5013071923;5;T368;53782226Z2317547
0013;4933;5042321851;4;T3255;42303747181X1252
0013;7415;5084323504;2;XZ159;4767981A59824852
0013;6069;5028362968;5;T3250;5295825161791W66
0013;4620;5037247369;1;XZ1184;52694922Z8889172
0013;3544;5040581313;1;XZ1221;5683165473891W63
0013;8520;5023434369;1;XZ1130;5916327898926922
0013;6390;5087564016;4;T3190;4622998944753874
0013;6890;5062829767;5;T3182;50961325Z6323871
0013;2796;5045165227;5;T3162;46475528Z6759569
0013;3799;5042100239;3;XZ1273;595374363B773627
0013;6678;5011252997;4;T3115;58310748684X1734
0013;7102;5079375395;4;T3112;4766047586626243
0013;1333;5060870466;4;T3219;553469389B791626
0013;2636;5041105503;2;XZ1269;45140849987X6886
0013;8385;5043498558;1;XZ1145;5621501A69115259
0013;3964;5079043437;1;XZ1110;4425046236555394
0013;2716;5089700000;5;T3164;42113410312642362
0013;4881;5044655045;1;XZ196;5508099328186579
0013;8312;5056207853;1;XZ1131;505961361B124633
0013;7910;5067118578;3;XZ1206;45977145492X5192
0013;4035;5087249705;5;T342;5789006638658656
0013;1284;5081905896;2;XZ16;4611907743149541
0013;5549;5048049364;1;XZ185;4392405956399W56
0013;8025;5016407805;1;XZ1115;468130352B625597
0013;7610;5089860107;4;T347;461682344B313882
0013;4988;5023056917;2;XZ1202;55014510382131664
0013;4141;5048172871;6;T3182;51729910683511521
0013;1605;5083318307;2;XZ160;4823708611627197
0013;6576;5012762604;4;T3192;5751537931549742
0013;2635;5065272979;1;XZ1185;4930606396762742
0013;1108;5034578699;5;T3294;59564944899X2611
0013;7271;5071816109;6;T3177;4898021A81861996
0013;1561;5014404193;1;XZ1210;5343149957494671
0013;2246;5035558429;4;T3257;5621526523961489
0013;6788;5082881058;1;XZ151;58118822Z1796172
0013;6285;5013926642;5;T3191;5750578423372418
0013;5528;5059877780;4;T3129;527696382B551776
0013;3574;5076175260;5;T3211;5030739748175219
0013;6444;5059276741;1;XZ1185;560692355B798735
0013;4296;5058237968;3;XZ1198;4865386637334955
0013;3748;5029308486;3;XZ1229;4827395464897W68
0013;6760;5072578055;2;XZ1213;51356126Z1141957
0013;2965;5040238078;2;XZ1277;59981510938519623
0013;1808;5030152491;2;XZ182;5883795632642W46
0013;5475;5088746197;5;T3194;4616321A95373941
0013;1011;5039461241;5;T3217;5336055714567W68
0013;3629;5053647832;3;XZ138;4248089764542519
0013;2689;5044278877;5;T336;49936828Z9356565
0013;2093;5051704302;1;XZ1292;41563328Z8136795
0013;8237;5055945830;4;T3165;5160568293658377
0013;3402;5070005440;4;T3217;4766355183657W18
0013;1183;5054868230;3;XZ121;5995481A79577152
0013;2051;5037446280;2;XZ1161;428266399B529728
0013;3587;5057438171;3;XZ156;536094385B222754
0013;5046;5056354352;2;XZ1284;5152815838168W33
0013;6991;5052239505;6;T3161;5093718939754971
0013;1997;5059051486;3;XZ1121;47833910682533216
0013;3778;5058057304;1;XZ1140;49880510731435513
0013;6537;5038428557;5;T3156;4463055721775W15
0013;2374;5038419752;5;T385;47106241125X2898
0013;4651;5063045868;3;XZ1170;4473305343886W99
0013;4727;5072874431;3;XZ1243;55620810165923854
0013;3981;5021517962;3;XZ1265;55984827Z2367776
0013;8723;5074388246;5;T3289;5155907235512846
0013;5476;5071285795;2;XZ1240;5212607285371916
0013;7106;5081389618;5;T3196;57161425Z8374741
0013;5009;5056910052;2;XZ1159;5733881A92568894
0013;1229;5031079924;5;T38;5384971A71228169
0013;6920;5060725976;3;XZ1249;45066725Z2774771
0013;3817;5033735350;6;T3175;4465145597858W31
0013;6890;5041618844;6;T321;53017310923326241
0013;4705;5027238582;1;XZ1149;5950148711567582
0013;2383;5034409591;3;XZ1268;497883356B985266
0013;5785;5011880318;5;T392;49412049257X5896
0013;3170;5017477902;5;T3279;4307359434853913
0013;5722;5059723922;5;T39;55351029Z2635699
0013;8375;5011704120;1;XZ140;4673785117832W92
0013;2313;5015342584;4;T340;4673157855843853
0013;6505;5082779747;2;XZ19;5874959349985943
0013;5291;5035811710;5;T3268;5423468959527517
0013;6888;5086698692;4;T3261;4205745581122W58
0013;4781;5037407843;3;XZ125;5812745148856W47
0013;4407;5082286423;4;T3114;4176748227725328
0013;2600;5025070894;2;XZ124;52386442653X7531
0013;5074;5062356698;5;T3173;4437749665162586
0013;7882;5089229649;2;XZ12;512451346B765644
0013;4554;5090855844;3;XZ162;5201441A47732948
0013;4291;5096985641;2;XZ1149;4545127822683365
0013;6007;5031707177;2;XZ1133;5120648268469667
0013;4751;5025298569;5;T3197;466964345B461495
0013;2630;5084205925;1;XZ113;4782847613138246
0013;3046;5073165778;5;T3153;5028297544461881
0013;4948;5037072570;6;T3257;42767649552X5355
0013;3098;5085484035;3;XZ139;41911547846X1167
0013;5275;5019878163;1;XZ1174;54395610878951564
0013;6329;5075823556;2;XZ1259;4406341A98438189
0013;6638;5024322169;2;XZ1186;46384046774X9678
0013;4970;5033986217;6;T3117;56230023Z9649452
0013;2414;5051797084;4;T365;5793037574889773
0013;3970;5061329561;4;T351;58943628Z2826972
0013;7955;5092433494;5;T3217;49743641295X8324
0013;7886;5032628853;6;T340;5640661A91172335
0013;4513;5047601018;2;XZ1131;44312948887X1915
0013;3238;5083600280;2;XZ1298;4862059389127975
0013;3447;5035031504;4;T3278;44552110699455265
0013;2653;5074616083;4;T3210;41133049669X1694
0013;4214;5054760475;6;T3262;48484823Z6323723
0013;4372;5091899788;6;T373;41838746946X2135
0013;5078;5019940419;3;XZ163;4991806396431919
0013;5695;5065299206;6;T3125;41899026Z2553583
0013;6841;5096071046;2;XZ1272;50179710798992414
0013;8753;5039120591;1;XZ1152;4610496942884762
0013;2829;5021844664;3;XZ1171;5760116729972942
0013;1067;5071967335;1;XZ1196;480575341B513531
0013;2559;5092632109;3;XZ121;465432344B417476
0013;7038;5017095787;3;XZ1297;48134124Z5137854
0013;4199;5078151480;1;XZ1140;4576409435914313
0013;6047;5063828752;2;XZ1186;5750779454254712
0013;4650;5073981886;1;XZ1266;5650301A24748256
0013;7742;5082757937;5;T3191;47446910243477285
0013;3544;5078883526;4;T3155;55747029Z7678173
0013;3708;5070016444;1;XZ1266;5815969385852988
0013;3607;5072743055;2;XZ114;49047921Z6628487
0013;6635;5024878915;5;T3125;58063045459X4768
0013;5695;5026996820;1;XZ1184;53136947223X5226
0013;6773;5035774290;6;T3251;54766647297X4249
0013;5037;5047509019;1;XZ178;5790858459616774
0013;3108;5071863811;3;XZ1175;572846321B232862
0013;6446;5033112663;4;T3292;50336728Z3455644
0013;6152;5068323823;4;T3245;4511266135186769
0013;5397;5087949575;2;XZ1188;52892210336443973
0013;7919;5037358433;3;XZ1220;5471158647629451
0013;4969;5076152099;6;T3176;5861671A12261511
0013;3748;5055309178;4;T384;5038747924485762
0013;6683;5075478447;2;XZ1291;5199311A21469151
0013;5955;5020861513;5;T345;5770805789184W51
0013;4288;5027510886;3;XZ1225;4141351A94254374
0013;4807;5032410424;3;XZ1231;5190475151586W63
0013;6258;5021875467;3;XZ190;514212329B842679
0013;7117;5042564802;6;T3259;58547341674X4882
0013;2205;5040329073;1;XZ14;5510136782219735
0013;5182;5056533361;3;XZ1190;5399266573973997
0013;7637;5076190234;2;XZ1283;41960710548797396
0013;1821;5029048239;4;T3105;52768010968333873
0013;1909;5069421209;1;XZ1159;5991775653692W21
0013;7186;5092136119;6;T3256;44110028Z7118532
0013;4324;5048498041;3;XZ115;5285156914533926
0013;2619;5031316253;5;T336;59159510488786574
0013;5226;5045226931;5;T3126;42712610711278939
0013;7808;5027283813;5;T393;5949676718212193
0013;3869;5079465000;2;XZ197;5526328897354141
0013;5924;5081562220;6;T3232;4347585813582W97
0013;5610;5086942024;6;T3197;5004437961144639
0013;4645;5084021243;4;T3117;540253369B732894
0013;3053;5059870857;4;T3213;51102110143497927
0013;5129;5072561793;6;T344;43027823Z2646424
0013;5356;5083674278;2;XZ1206;44740710663349321
0013;3721;5094195940;5;T3191;53794810731985465
0013;6525;5018534678;6;T3244;4184415963385W92
0013;2115;5072005651;2;XZ1299;46622623Z5389927
0013;5298;5041223428;3;XZ173;5710149324699239
0013;2002;5062947081;5;T3185;54106141589X9226
0013;2346;5029674800;3;XZ1154;52455123Z4996284
0013;7573;5041820635;4;T3169;5368299839135521
0013;8207;5067414250;6;T380;5258575623254W55
0013;3836;5068115290;2;XZ1148;45349010995987176
0013;2885;5029928998;1;XZ1158;4986906381238833
0013;5853;5080171677;1;XZ166;5440749293652449
0013;5882;5076942728;5;T319;4273125865642W92
0013;4149;5044741612;2;XZ1206;5254145673251W31
0013;2823;5013205505;3;XZ137;43999621Z9639527
0013;4250;5021834824;4;T394;4924901A56652516
0013;2133;5047114576;5;T3291;4343818419647962
0013;7282;5039383474;5;T36;4639485821758W63
0013;5474;5032772609;5;T3169;56691746257X2886
0013;4800;5021212006;3;XZ1164;5963319954919115
0013;2733;5034534026;6;T3231;5832537177934517
0013;7845;5097642839;1;XZ1141;4122516716467385
0013;5190;5047414071;1;XZ153;4633507772272261
0013;7606;5032936062;6;T3187;57300910333287962
0013;6746;5035965182;1;XZ127;5583115196411W16
0013;1613;5088885474;6;T379;5675449947555793
0013;5996;5076428139;3;XZ1108;48815610887824127
0013;5767;5063528775;1;XZ1266;48626810211153229
0013;2734;5024499429;2;XZ173;479682377B927183
0013;5391;5045675811;6;T3201;5346768927799493
0013;7539;5050125993;5;T361;4323481A42168416
0013;5745;5090356446;5;T3191;5643377571396387
0013;8375;5082703044;1;XZ1246;5784327984883564
0013;6376;5040950689;6;T3126;5539989386481179
0013;1271;5095077515;3;XZ1238;5343001A95451185
0013;3818;5031803805;1;XZ1186;4781506383119315
0013;2056;5064232198;4;T3108;456813359B383993
0013;5867;5063865374;1;XZ1107;5014299327155256
0013;3928;5033160653;5;T3112;5524971A98933981
0013;3052;5045934358;1;XZ1236;49423347967X9321
0013;7008;5053857839;3;XZ189;5865356217911674
0013;2362;5013793148;3;XZ1180;5300346793617216
0013;3891;5098736034;1;XZ1283;5201676241925296
0013;8174;5082955188;5;T357;5243619298269884
0013;5874;5084222605;5;T3214;5675236234444285
0013;5992;5025966132;6;T391;4437778971271962
0013;3207;5086298501;5;T3194;5906226958679577
0013;7277;5085554078;2;XZ1121;4356665963359W95
0013;5002;5085971830;6;T377;4915837379143941
0013;4258;5012715080;2;XZ1244;5259215747726W23
0013;4971;5043793568;5;T3215;5033628592186835
0013;6792;5079054111;6;T3282;53196610919379499
0013;5272;5073868155;4;T349;5012516356948296
0013;8407;5033133611;6;T34;54566629Z5664282
0013;6746;5083595484;3;XZ1188;46705548668X6896
0013;7447;5058906489;2;XZ1197;4700381A31731341
0013;3191;5096320489;6;T3262;5008146226584363
0013;4953;5076843946;3;XZ1296;59833243157X7727
0013;8621;5097512173;2;XZ1294;559502394B217943
0013;2696;5026877369;2;XZ1157;4191197928386565
0013;3028;5083338617;2;XZ1110;54504610618569871
0013;4416;5013038144;1;XZ1135;49983649475X4861
0013;8579;5034885201;5;T3178;58646245254X7471
0013;3975;5024016722;6;T357;5534955254257W27
0013;5168;5040100893;3;XZ132;59451729Z4346465
0013;2147;5023273945;2;XZ139;5489668963639782
0013;2796;5075549203;6;T3181;53142810261679299
0013;6441;5048722149;2;XZ1286;51663944142X3952
0013;8532;5097760887;6;T3140;5307891A18465497
0013;8011;5075710657;2;XZ184;4369958788828812
0013;7179;5092821424;3;XZ1282;4710319831945854
0013;7195;5085985548;2;XZ1295;5137008473138555
0013;3448;5047999505;5;T3242;5227688435513365
0013;4121;5056067655;4;T369;5463797899725976
0013;7587;5066076144;4;T3257;4253925843694W98
0013;2691;5018632873;2;XZ1117;5808595749781W21
0013;3092;5015070857;4;T3113;56472521Z8932193
0013;6122;5038878895;6;T324;5912456159814985
0013;4876;5079019651;1;XZ1226;4921318392785498
0013;3084;5014729442;1;XZ167;4363948447175587
0013;4458;5087290507;4;T32;5497751A19867394
0013;7815;5028001196;4;T365;51254444454X7979
0013;2875;5021247488;4;T3300;5545317829613181
0013;4340;5049399870;2;XZ199;5025629275771299
0013;5170;5078245621;5;T3223;4589889181129621
0013;2590;5093732051;1;XZ1188;4868105693285W72
0013;2915;5076627420;5;T3195;4938088517279224
0013;8086;5063667817;6;T3110;4132616522138432
0013;7764;5056701308;4;T3130;48236910784115824
0013;3011;5052343440;1;XZ1104;557797381B171772
0013;1625;5025462350;5;T352;47387524Z1939682
0013;5786;5055981448;6;T357;5783816959419469
0013;3450;5050387627;3;XZ129;50025441547X3538
0013;6618;5013971745;6;T345;4793031A66513894
0013;2650;5077271698;3;XZ186;44078610139166186
0013;4040;5039896395;6;T323;5563281A65928744
0013;3022;5072325234;4;T3161;4609286668373221
0013;4619;5038957121;6;T3131;49717410332631112
0013;7334;5029763572;4;T315;5515205356756W34
0013;5620;5050811077;4;T3277;5145011A99446414
0013;7436;5046175648;3;XZ1159;4186626115947544
0013;2962;5086597777;1;XZ1189;59964329Z7359372
0013;4209;5099416085;5;T3129;5449061A69743882
0013;1270;5080529464;3;XZ118;49095910534264732
0013;1984;5083258819;3;XZ1165;54796247157X9478
0013;4400;5087485193;1;XZ1228;585894331B862435
0013;4275;5076308769;5;T3115;55874823Z8712957
0013;1581;5098828931;4;T3228;52429010851894429
0013;5231;5080643457;5;T3166;4977539851827898
0013;6787;5017961698;4;T328;4151695382234W74
0013;5206;5063281302;1;XZ1182;5870216333332267
0013;7195;5078581942;2;XZ174;5749531A72346883
0013;7436;5078610066;1;XZ1232;4217837878597399
0013;1614;5046413585;5;T3188;5634148726223188
0013;4279;5029707122;3;XZ133;48099610722813223
0013;5007;5094357518;1;XZ132;4361927226938644
0013;5029;5030084389;6;T3286;46831329Z7556491
0013;6922;5055864058;3;XZ1159;5022488191322197
0013;5643;5074718909;2;XZ1107;5060501A92358267
0013;6963;5094431545;3;XZ1115;56049548835X8486
0013;3850;5030335852;1;XZ1283;48123224Z9882966
0013;5480;5064714797;4;T3130;5251657539656318
0013;6837;5042200100;2;XZ1138;5325357828765283
0013;5297;5011941777;3;XZ1124;5908626775141698
0013;4981;5079796191;3;XZ175;51445310214998969
0013;4736;5024606196;5;T364;5935408495451823
0013;3291;5089250810;1;XZ189;49736221Z6257376
0013;4335;5083532588;5;T3295;52765448425X3812
0013;6031;5077926862;1;XZ117;54547241287X4952
0013;7539;5098803698;6;T3147;4692659675621812
0013;4208;5017372872;1;XZ1214;43378742271X8379
0013;6985;5016897949;1;XZ1263;55068427Z5115156
0013;3713;5095640132;6;T362;48654121Z2354514
0013;4709;5070005910;4;T3297;42832529Z3984232
0013;4990;5085374852;1;XZ167;5407258593134648
0013;3582;5094968820;6;T3263;48548147212X9223
0013;2450;5089825896;2;XZ1210;5903118115882627
0013;7801;5079368112;1;XZ189;4610075725952W77
0013;1363;5038735083;6;T3194;55063845134X9367
0013;5584;5099452964;3;XZ1175;57229610951269338
0013;5300;5096651085;6;T3158;452739382B877587
0013;5047;5083365130;3;XZ1297;5527145741552W21
0013;6513;5051513183;1;XZ1281;4463405169741W97
0013;6546;5058266528;4;T3192;5645967878994316
0013;7943;5052877555;4;T3166;416661348B169915
0013;6132;5056886884;5;T3187;4322298292368238
0013;2266;5024797459;3;XZ110;5607441A18942482
0013;4462;5058787131;4;T3115;517833379B734673
0013;5626;5088783839;5;T3125;54072946128X9936
0013;7013;5017450389;3;XZ198;5235755383758W79
0013;2315;5070233097;6;T3176;55742710152817537
0013;3798;5012040672;4;T343;4758308742586644
0013;6059;5019022225;4;T3165;5930937791282555
0013;6269;5085340870;3;XZ1254;4136731A91383294
0013;4424;5066461337;1;XZ1209;5201209456878932
0013;7058;5015120519;2;XZ1140;5877956335787766
0013;4745;5028826272;3;XZ1233;5209305375294W68
0013;6199;5045821518;5;T3104;54685322Z2168674
0013;3877;5018471079;3;XZ1107;57685510467729135
0013;3334;5090339121;2;XZ172;59098948522X1967
0013;2424;5015543776;2;XZ171;4517987856127229
0013;7231;5089185273;4;T310;5033396457372871
0013;5006;5078104911;2;XZ1259;5543886659947134
0013;1390;5011128542;1;XZ1135;5725576155319695
0013;6076;5036298115;4;T3103;579270362B239713
0013;4424;5027587355;2;XZ1256;4230529942562367
0013;3648;5035635964;6;T3284;4212511A49757567
0013;2250;5053921652;2;XZ128;51682110821441991
0013;8172;5039455709;2;XZ190;5850885417249W45
0013;1844;5098616118;2;XZ1295;476958334B261285
0013;1021;5054247833;5;T3106;493037383B115182
0013;6781;5020431030;2;XZ1166;5158098322876536
0013;7929;5094123708;4;T337;5674496367731657
0013;6901;5013351683;1;XZ166;50859846775X3112
0013;3430;5023608777;6;T3160;4374725987229W99
0013;4444;5027874413;2;XZ1115;46357110785413134
0013;3732;5088533768;5;T390;59909741535X9687
0013;5001;5023336866;5;T36;5901941A44286956
0013;2456;5087806999;6;T3190;5170057266793921
0013;3651;5029709082;5;T33;5768586212993168
0013;7848;5045074298;4;T3221;47316342485X7171
0013;3550;5047172294;6;T392;5129961A89517798
0013;1809;5093231156;2;XZ1101;43274347933X3884
0013;6477;5046084942;3;XZ171;5874378435673613
0013;5374;5078612456;2;XZ159;4496518175294251
0013;4359;5018768572;2;XZ188;45302749519X2955
0013;4474;5070263189;5;T364;5406496424676249
0013;6440;5024467909;5;T3180;5173519256766751
0013;3037;5078395418;3;XZ1259;5644869948785713
0013;6969;5077240748;2;XZ1113;44857610575633972
0013;4054;5077330092;2;XZ185;5642009375115727
0013;4086;5068111195;2;XZ164;5852501A63289664
0013;1166;5054257456;2;XZ137;4900239547246682
0013;4350;5063937844;3;XZ1165;48958527Z3896237
0013;5304;5092982317;4;T3203;5812318856998726
0013;4676;5032801741;1;XZ165;4268321A84758229
0013;5741;5045607735;2;XZ1260;4459338477952116
0013;5147;5032258590;6;T3251;42903123Z6113149
0013;7462;5024651183;2;XZ1182;4785489275735882
0013;7707;5031451207;3;XZ118;5229088154419144
0013;7550;5061083678;1;XZ140;5740425923562W13
0013;6538;5094525896;4;T3156;4658769423831932
0013;3435;5031541606;6;T369;46069748216X7157
0013;2272;5059441569;4;T34;4465509834377562
0013;1295;5046761335;1;XZ192;5948787561754815
0013;4850;5081444172;6;T3268;5069986279752273
0013;6574;5069387255;5;T3206;4779967882693313
0013;6668;5014987018;4;T3248;54930410115269549
0013;6470;5080091858;6;T365;50984942861X1988
0013;4312;5055213640;2;XZ1250;4254149925623584
0013;5007;5057206215;3;XZ1108;5615026811126762
0013;5770;5051007576;4;T3258;55982110475833969
0013;2689;5014989543;1;XZ1195;5430331A63355512
0013;5073;5087233255;2;XZ194;5771129222398732
0013;6883;5054187784;4;T395;560340381B671126
0013;2553;5085124685;6;T3220;46580224Z3586383
0013;3929;5085432993;4;T346;4637331A72352795
0013;1048;5026253253;4;T3276;5752135243493W67
0013;5638;5085962115;3;XZ1118;5294888311933674
0013;7117;5076805820;3;XZ1202;42455043636X1628
0013;8441;5077161290;6;T3115;44454025Z5963637
0013;7450;5032554887;5;T3137;5239318135925948
0013;5503;5039480989;4;T312;44921025Z9772453
0013;2403;5034029655;1;XZ1275;5289425724635W49
0013;2580;5094411940;3;XZ1130;5586289342179974
0013;1510;5042895578;1;XZ1119;5648346143533496
0013;5048;5016253811;5;T3229;4491601A93182474
0013;3871;5089807138;4;T3113;527838348B465143
0013;4763;5065445030;3;XZ1193;5992549337952992
0013;6723;5053777665;5;T312;5715219841379868
0013;3794;5092487176;3;XZ1212;5034839431691622
0013;2779;5056671361;2;XZ1153;43430710312949839
0013;1368;5044320511;1;XZ127;59965625Z9125363
0013;2612;5070928468;1;XZ1104;41323610655788138
0013;7527;5022620651;4;T3120;528378381B957889
0013;3290;5015033761;1;XZ1253;4891768986726457
0013;8292;5080251434;3;XZ151;5107521A35478456
0013;3072;5076466372;5;T325;4865441A78652921
0013;1248;5041733762;6;T345;4826419942919437
0013;5551;5049016160;2;XZ1135;58715210273841736
0013;3359;5032535419;2;XZ1157;5227925649534W84
0013;4325;5035287475;3;XZ1239;568670391B948649
0013;8755;5022264146;6;T3109;4363185641617W62
0013;8718;5042189943;3;XZ1145;57895324Z2561242
0013;1793;5053733473;6;T3163;5455956176175716
0013;4812;5026793922;2;XZ1143;5006821A64578587
0013;8441;5035000403;4;T3114;4950615427394W34
0013;6408;5088351667;4;T318;4271048176446365
0013;7949;5098554816;5;T3216;5276198583843217
0013;1208;5090602798;6;T381;41806910122232583
0013;5989;5033727540;4;T3143;5884615536248W16
0013;4726;5094612709;6;T3251;5899791A49581856
0013;5759;5091536306;1;XZ165;4158376618188672
0013;1565;5024000262;3;XZ1169;50937010679665329
0013;2739;5065760388;1;XZ1162;5659816326177145
0013;3143;5048305951;5;T3275;42632445432X4325
0013;8437;5030785530;1;XZ1168;51221643483X3897
0013;3894;5051235906;2;XZ137;5792136525473386
0013;5131;5016581997;4;T3241;4974457737827929
0013;3515;5072761219;2;XZ1284;5889009693663717
0013;2698;5068533241;1;XZ1205;5630436539638212
0013;7641;5042781192;5;T3122;5307591A59391851
0013;4629;5043094903;5;T3283;5139626126524428
0013;1716;5043318117;1;XZ153;5447468586757519
0013;4040;5034447442;5;T367;59367724Z3531159
0013;4155;5020202181;4;T3110;4723659396415232
0013;7138;5064151758;3;XZ1151;41753125Z3381295
0013;6556;5028561868;4;T3256;54962110166319135
0013;2785;5023646727;2;XZ193;4654219774555748
0013;8173;5040058578;6;T3230;47044810661634816
0013;6610;5033253744;4;T3142;50444022Z4153414
0013;5685;5011308175;1;XZ1220;4994297866258695
0013;7464;5053379877;5;T3220;58750821Z5297374
0013;5139;5099066745;2;XZ1166;4134859872787127
0013;8723;5038447797;6;T3197;4792326227586928
0013;5658;5017519570;3;XZ1112;4162795457297W33
0013;1610;5049747665;5;T3142;4261968575542152
0013;3833;5072468547;5;T343;4944088983412626
0013;4402;5056585450;1;XZ1290;5244647276654336
0013;7628;5022903421;1;XZ130;4413028527848473
0013;4817;5075389479;3;XZ1262;53546529Z6465995
0013;5235;5067169567;6;T396;427432314B159749
0013;4771;5063098950;3;XZ1235;5010561A42649135
0013;6976;5024195313;2;XZ1298;4673349784829956
0013;5670;5057166630;1;XZ1295;46205527Z7368756
0013;4816;5079835307;6;T33;4634079257552981
0013;6012;5043502600;1;XZ1167;4125649133838887
0013;7448;5021234702;4;T344;5858741A58567595
0013;4349;5053836547;4;T39;5213437244452951
0013;2393;5037467990;6;T389;4545905163138W19
0013;2551;5082235687;6;T3174;46507342261X7753
0013;2830;5013414039;1;XZ1279;4767159646332849
0013;5462;5023187324;2;XZ1242;553630341B771185
0013;5220;5015033570;6;T3213;4308021A34584963
0013;7176;5012435705;4;T3228;4267629787698829
0013;1256;5026664580;1;XZ1149;539860375B744835
0013;4172;5019712368;6;T3177;5739028232797152
0013;6107;5065531593;5;T3216;5162158351586572
0013;7406;5061624980;1;XZ1178;5996219258895652
0013;4166;5083167426;1;XZ1128;43915810439623277
0013;2385;5032361589;2;XZ11;41406410799789888
0013;6791;5049530618;1;XZ1280;48551749872X4616
0013;6296;5067211513;2;XZ1227;5571898629563829
0013;2765;5039070674;1;XZ1153;521831374B513467
0013;3413;5058794716;6;T338;578861379B267787
0013;8531;5067631238;2;XZ1273;4703349578462643
0013;7727;5071956702;4;T3286;5148398598249379
0013;5838;5042396703;5;T3236;442149363B739548
0013;6836;5080470183;3;XZ1219;51970824Z8476322
0013;8532;5087138643;1;XZ1141;4491841A39644567
0013;8860;5028650316;4;T326;416182373B858752
0013;1766;5080138446;4;T3206;4618356332221784
0013;2612;5089740610;6;T381;47178246159X1158
0013;6578;5052079122;4;T3147;5184365175999W66
0013;6867;5067771202;5;T3221;4412758123326926
0013;2845;5082543174;3;XZ1105;5765086777974691
0013;2663;5081996269;2;XZ1291;59372910151938919
0013;3640;5075774996;2;XZ1172;4406125826629W37
0013;6052;5099659162;2;XZ1184;4549031A17357849
0013;6968;5034573942;1;XZ1278;5522025123989W43
0013;1173;5087010020;1;XZ1225;58690847965X6998
0013;4675;5023726079;6;T311;4997341A42765197
0013;6019;5070483381;6;T3220;4170378928533269
0013;3223;5065211819;6;T3205;47539346277X9618
0013;3285;5082393348;3;XZ1121;4490201A43433963
0013;6299;5059115502;6;T3256;4864839129578319
0013;7313;5012334903;3;XZ1273;58729023Z7671589
0013;3678;5021460836;6;T3135;4297018433748316
0013;1969;5089968415;5;T3129;5565746835329343
0013;3191;5013920587;3;XZ1275;46223549271X6362
0013;4496;5022631914;6;T3102;5928275249844W95
0013;4368;5023058016;4;T318;5453395811535W79
0013;3624;5040435149;6;T3131;4695528321296449
0013;3919;5033709928;5;T399;5000378293515735
0013;7492;5032493766;3;XZ1279;5850715279666W95
0013;8860;5075269419;1;XZ1139;4486417951955222
0013;3098;5036074600;2;XZ1217;4356495667723W92
0013;5865;5043086860;3;XZ1268;5867836519138541
0013;2809;5011261972;6;T3159;4500538729871268
0013;3311;5058532215;4;T3131;4352065459583W77
0013;1268;5024345761;1;XZ179;437287332B893437
