BIN;IAI;ENTIDAD;OFICINA;PRODUCTO;CONTRATO;NOMBRE;DIRECCIÓN;Tasa;Deuda
543865;6012595228;0013;7568;50;86286595;FERNANDA OROZCO TARQUINO;Calle 6 # 53-13 Bogotá, Colombia;1,81;9700345
423444;9918966234;0013;5713;50;20209971;FERNANDA OROZCO TORRES;Carrera 145 # 25-23 Bogotá, Colombia;1,04;4724023
530929;5997512002;0013;6780;50;35151135;GARCIA ORTEGA ULLOA;Calle 7 # 68-7 Bogotá, Colombia;1,29;9329665
536088;5994204556;0013;4508;50;65039833;ALEJANDRA OVALLE VARGAS;Calle 103 # 62-7 Bogotá, Colombia;1,39;4296089
469949;9341569120;0013;7136;50;53083101;ALEJANDRA PERDOMO VARON;Calle 149 # 42-30 Bogotá, Colombia;2,94;1789653
591272;9732471207;0013;7576;50;47320848;ANGÉLICA PEREZ VILLA;Calle 94 # 89-24 Bogotá, Colombia;2,63;9277103
422887;5116651424;0013;1058;50;61547091;CAMILA PEREZ ZAMBRANO;Calle 157 # 47-16 Bogotá, Colombia;2,49;2737667
422243;7447030934;0013;4694;50;38161493;CAMILA PILAR ZAMBRANO;Carrera 36 # 70-34 Bogotá, Colombia;2,33;5320148
585591;1696684134;0013;3796;50;41126930;JOSÉ PINZON ZÚÑIGA;Carrera 37 # 21-39 Bogotá, Colombia;1,44;9769695
532134;9917877406;0013;5011;50;80220612;JOSÉ POLO ZÚÑIGA;Calle 22 # 11-53 Bogotá, Colombia;2,32;4467169
567571;8500021520;0013;4516;50;90162336;MARGARITA PUERTO ZAMBRANO;Carrera 73 # 99-49 Bogotá, Colombia;1,31;8206498
468045;4501064408;0013;3360;50;71018782;MARGARITA QUESADA ZAMBRANO;Calle 164 # 43-29 Bogotá, Colombia;1,32;1422501
482860;5496545336;0013;7532;50;53047879;NATALIA QUESADA VILLA;Carrera 165 # 69-34 Bogotá, Colombia;1,39;1900103
428388;7830454528;0013;1410;50;78337194;DEL REY VARON;Carrera 47 # 61-25 Bogotá, Colombia;2,31;1974981
531733;2412998715;0013;3800;50;35853851;FERNANDO REY VARGAS;Carrera 54 # 39-10 Bogotá, Colombia;2,19;6910550
572155;6812041964;0013;6233;50;27527568;ALEXANDRA REY ULLOA;Calle 137 # 13-51 Bogotá, Colombia;1,58;4702992
469036;9059487582;0013;7762;50;59738913;NATALIA ROCHA TORRES;Calle 157 # 37-13 Bogotá, Colombia;1,01;1418966
482563;2090585522;0013;6947;50;92207464;BUITRAGO RODRÍGUEZ TARQUINO;Carrera 95 # 95-27 Bogotá, Colombia;2,63;9530528
567557;9928799364;0013;3078;50;39903472;PUENTES RODRÍGUEZ SUARIQUE;Carrera 52 # 60-70 Bogotá, Colombia;1,73;2349555
428142;4329562428;0013;6347;50;36781849;ANDREA ROMERO SIERRA;Carrera 61 # 53-15 Bogotá, Colombia;2,79;9444624
564404;9950303594;0013;4117;50;59548515;MELISSA RUEDA SIERRA;Calle 123 # 69-19 Bogotá, Colombia;2,40;3896723
508872;8841273985;0013;5694;50;74300629;VIVY RUIZ SÁNCHEZ;Calle 42 # 72-56 Bogotá, Colombia;2,38;6137528
476047;8944975711;0013;2592;50;33329437;STEPHANNIA SALAZAR SANCHEZ;Calle 112 # 68-19 Bogotá, Colombia;1,32;9941604
471729;3736544444;0013;1603;50;51650574;VIVIANA SAMAN SANCHEZ;Calle 112 # 20-56 Bogotá, Colombia;1,84;6054387
596524;7194302652;0013;6508;50;16909140;FABIAN SANCHEZ SAMAN;Carrera 108 # 39-54 Bogotá, Colombia;2,70;4168491
438044;2195552084;0013;2236;50;37539853;DAVID SANCHEZ SALAZAR;Calle 138 # 87-30 Bogotá, Colombia;2,52;9560693
434714;7914963239;0013;1009;50;94748011;JULIAN SÁNCHEZ RUIZ;Carrera 24 # 1-7 Bogotá, Colombia;2,25;2481411
461116;1794355955;0013;7279;50;88571226;URIBE SIERRA RUEDA;Carrera 141 # 42-29 Bogotá, Colombia;2,70;3053507
572430;9724734537;0013;1892;50;62030959;ANDREA SIERRA ROMERO;Carrera 37 # 57-41 Bogotá, Colombia;2,70;2735113
495449;1114543085;0013;4314;50;93065358;ALEJANDRO SUARIQUE RODRÍGUEZ;Calle 7 # 16-20 Bogotá, Colombia;1,16;6173799
565421;4170512186;0013;7429;50;17939531;ANDRES TARQUINO RODRÍGUEZ;Carrera 40 # 28-13 Bogotá, Colombia;2,10;9133791
556588;3679351553;0013;2882;50;21308409;ANDRES TORRES ROCHA;Carrera 63 # 20-45 Bogotá, Colombia;1,73;8541896
424476;6430952425;0013;7000;50;53365509;VEGA ULLOA REY;Carrera 117 # 19-27 Bogotá, Colombia;1,24;4311891
429899;1624705945;0013;6347;50;83938766;VEGA VARGAS REY;Carrera 77 # 75-67 Bogotá, Colombia;2,37;9175751
442113;1780616052;0013;4582;50;23131356;XIMENA VARON REY;Carrera 70 # 3-16 Bogotá, Colombia;1,58;3561634
422680;1989323680;0013;2131;50;54412086;BORDA VILLA QUESADA;Calle 157 # 101-29 Bogotá, Colombia;1,73;7411154
527377;7013134539;0013;2510;50;15124451;IREGUI ZAMBRANO QUESADA;Calle 159 # 50-36 Bogotá, Colombia;1,16;8692562
461010;7180033881;0013;6671;50;42018971;LILIAM ZAMBRANO PUERTO;Calle 39 # 54-47 Bogotá, Colombia;1,81;9619511
418243;5990403855;0013;2817;50;59173743;LILIAM ZÚÑIGA POLO;Calle 96 # 8-38 Bogotá, Colombia;2,11;5838802
527273;1290259882;0013;6887;50;78156463;CATALINA ZÚÑIGA PINZON;Calle 105 # 93-23 Bogotá, Colombia;2,53;8725238
550946;7308648635;0013;1782;50;13900715;CATALINA ZAMBRANO PILAR;Calle 149 # 25-68 Bogotá, Colombia;2,15;2561136
588382;3031882341;0013;2430;50;25160278;YIRIAM ZAMBRANO PEREZ;Carrera 134 # 89-28 Bogotá, Colombia;1,45;2550284
502931;6987010778;0013;2265;50;41302526;YIRIAM VILLA PEREZ;Calle 87 # 72-63 Bogotá, Colombia;3,00;2129578
459499;8315498916;0013;7187;50;13616517;YURANY VARON PERDOMO;Carrera 134 # 82-36 Bogotá, Colombia;2,56;7710173
549027;5794623014;0013;2792;50;90404076;YURI VARGAS OVALLE;Calle 13 # 77-59 Bogotá, Colombia;1,60;1302040
480484;4400534537;0013;1290;50;27641755;CAROLINA ULLOA ORTEGA;Carrera 134 # 1-44 Bogotá, Colombia;1,84;2810034
596772;9352804473;0013;2227;50;33721802;MARCELA TORRES OROZCO;Carrera 89 # 96-12 Bogotá, Colombia;2,24;2127697
560869;8782137200;0013;4723;50;49424026;MARCELA TARQUINO OROZCO;Carrera 24 # 26-49 Bogotá, Colombia;1,41;4585774
487703;6533416226;0013;2550;50;16339359;ABONDANO SUARIQUE OCHOA;Calle 14 # 80-70 Bogotá, Colombia;2,66;3071160
451996;9626420095;0013;6358;50;92906886;CARVAJAL SIERRA OCHOA;Carrera 3 # 49-46 Bogotá, Colombia;2,80;2720596
572585;7610786771;0013;1870;50;38408187;CATALINA SIERRA NOVOA;Carrera 10 # 82-36 Bogotá, Colombia;1,47;6879397
566485;8367524898;0013;1721;50;52637120;LILIANA SÁNCHEZ NIETO;Carrera 101 # 52-39 Bogotá, Colombia;2,63;3047136
433957;1233863515;0013;3767;50;97410929;FELIPE SANCHEZ NIETO;Calle 10 # 82-55 Bogotá, Colombia;2,73;9513283
531156;7832503132;0013;3879;50;64777058;PATRICIA SANCHEZ NIETO;Calle 116 # 96-24 Bogotá, Colombia;1,65;5004960
471335;2452178711;0013;2406;50;80086019;LISSETH SAMAN NAVIA;Carrera 65 # 77-50 Bogotá, Colombia;2,29;4742758
534884;8231157693;0013;3783;50;93289119;MARIA SALAZAR MUÑOZ;Carrera 136 # 78-38 Bogotá, Colombia;2,96;9905265
411269;9346090223;0013;4267;50;71605628;TATIANA RUIZ MONTOYA;Carrera 51 # 38-7 Bogotá, Colombia;2,80;8657021
577761;4754160675;0013;3879;50;33185474;POLANCO RUEDA MONCALEANO;Carrera 157 # 23-22 Bogotá, Colombia;2,71;9109584
563418;6525085558;0013;1628;50;47763962;VILLAMIZAR ROMERO MOGOLLÓN;Carrera 69 # 9-46 Bogotá, Colombia;1,70;9844627
445934;6752192351;0013;2044;50;25099060;CAROLINA RODRÍGUEZ MENDOZA;Calle 69 # 82-55 Bogotá, Colombia;1,23;3494484
510462;8062640323;0013;3546;50;79845379;MARCELA RODRÍGUEZ MELGUIZO;Carrera 150 # 11-34 Bogotá, Colombia;1,83;6112143
533671;6555354753;0013;3512;50;16806735;MARCELA ROCHA MEJIA;Carrera 103 # 93-57 Bogotá, Colombia;2,31;7083168
570683;8080045451;0013;6856;50;48769210;ABONDANO REY MARIN;Calle 92 # 6-40 Bogotá, Colombia;2,27;4958328
527647;2175170462;0013;2877;50;15005037;CARVAJAL REY MAHECHA;Carrera 99 # 15-43 Bogotá, Colombia;1,54;2311769
577964;6417488115;0013;7652;50;67831448;CATALINA REY LOPEZ;Carrera 119 # 2-62 Bogotá, Colombia;2,91;3700945
493975;6673051586;0013;5095;50;16872740;LILIANA QUESADA LANAO;Calle 132 # 66-42 Bogotá, Colombia;1,67;9678270
469535;7559046774;0013;1875;50;39404521;FELIPE QUESADA JIMENEZ;Carrera 127 # 81-58 Bogotá, Colombia;1,53;4238392
416070;7723165542;0013;3162;50;95870611;PATRICIA PUERTO JIMENEZ;Carrera 26 # 41-55 Bogotá, Colombia;2,15;2790921
459023;3459108905;0013;2745;50;31711483;LISSETH POLO HORTA;Carrera 170 # 47-40 Bogotá, Colombia;2,83;9208053
460156;2833572022;0013;6874;50;28831569;MARIA PINZON HERRERA;Calle 98 # 39-14 Bogotá, Colombia;1,67;9564249
521155;8334932234;0013;6430;50;75744010;TATIANA PILAR HERNÁNDEZ;Calle 12 # 11-52 Bogotá, Colombia;1,34;2840282
467811;9556398708;0013;6896;50;94110274;POLANCO PEREZ HERNANDEZ;Calle 120 # 40-59 Bogotá, Colombia;1,83;8304502
571834;4418311478;0013;2454;50;87635843;VILLAMIZAR PEREZ GUTIÉRREZ;Calle 97 # 3-43 Bogotá, Colombia;2,95;8629501
553808;8614803188;0013;4216;50;79981398;RODRÍGUEZ PERDOMO GUERRERO;Carrera 64 # 5-22 Bogotá, Colombia;2,18;9448658
504744;8304336690;0013;3009;50;48598897;ALBERTO OVALLE GUACAS;Calle 120 # 75-50 Bogotá, Colombia;2,51;8313717
472647;4368440182;0013;2813;50;77996894;ENRIQUE ORTEGA GONZALEZ;Calle 25 # 46-62 Bogotá, Colombia;2,00;1564319
449082;7409227064;0013;6228;50;16600745;ANDRÉS OROZCO GONZALEZ;Calle 56 # 32-5 Bogotá, Colombia;1,55;9762399
437326;9214218740;0013;4744;50;11146817;DIDIER OROZCO GOMEZ;Carrera 116 # 18-64 Bogotá, Colombia;1,28;4241840
554254;4818702086;0013;6130;50;51263392;FELIPE OCHOA GOMEZ;Calle 159 # 21-7 Bogotá, Colombia;1,83;9995265
526253;8936378703;0013;7195;50;77759568;RUCHINA OCHOA GOMEZ;Calle 109 # 58-37 Bogotá, Colombia;1,76;2921551
549686;2425986001;0013;6153;50;96679490;RUCHINA NOVOA GARZÓN;Calle 56 # 43-34 Bogotá, Colombia;2,28;6230125
508356;6610995452;0013;2277;50;62104361;PINTOR NIETO GARCÍA;Calle 115 # 27-67 Bogotá, Colombia;2,33;2918563
432426;9410799554;0013;4697;50;24325143;OSPINA NIETO GARCÍA;Carrera 88 # 100-35 Bogotá, Colombia;1,26;7935910
526921;7341280834;0013;1382;50;32837978;FERNANDA NIETO GARCÍA;Carrera 138 # 75-5 Bogotá, Colombia;2,33;7599825
517532;5769229749;0013;3752;50;79971978;LILIANA NAVIA GARCÍA;Calle 67 # 91-28 Bogotá, Colombia;1,36;9198497
538881;2746624370;0013;7504;50;84696864;ELIZABETH MUÑOZ GARCIA;Carrera 137 # 42-28 Bogotá, Colombia;1,35;2141830
583252;2100452002;0013;1396;50;68588655;GÓMEZ MONTOYA GARCÉS;Carrera 104 # 49-65 Bogotá, Colombia;1,90;1324226
495680;6655546142;0013;1505;50;78790694;ANDRÉS MONCALEANO GALEANO;Calle 67 # 62-43 Bogotá, Colombia;1,67;1608578
591298;4752454883;0013;6197;50;62502413;HERNÁNDEZ MOGOLLÓN FORERO;Calle 62 # 92-65 Bogotá, Colombia;1,47;6561708
461850;8583800281;0013;1343;50;90309957;HERNÁNDEZ MENDOZA FINO;Carrera 36 # 66-11 Bogotá, Colombia;1,74;9356137
451704;4293185862;0013;5620;50;42883744;GUZMÁN MELGUIZO FERNÁNDEZ;Calle 9 # 13-60 Bogotá, Colombia;2,07;1925290
544002;7260886039;0013;2080;50;57125601;KATHERINNE MEJIA DUSSÁN;Calle 108 # 50-55 Bogotá, Colombia;2,42;7759955
448125;6857009419;0013;6286;50;89759584;PUERTO MARIN DUEÑAS;Carrera 77 # 74-32 Bogotá, Colombia;1,29;4762414
520268;9470100618;0013;4172;50;23222378;MARCELA MAHECHA DIAZ;Carrera 10 # 34-26 Bogotá, Colombia;2,71;2115219
537371;8787964549;0013;4027;50;97407592;CAROLINA LOPEZ DELGADO;Carrera 163 # 2-41 Bogotá, Colombia;2,13;4237375
504284;5902213557;0013;5372;50;90564045;CATALINA LANAO DEL;Calle 156 # 48-17 Bogotá, Colombia;2,35;8068687
413490;4495962566;0013;4943;50;98591863;ALEJANDRO JIMENEZ CRUZ;Calle 78 # 21-11 Bogotá, Colombia;1,75;2676091
475549;3319053112;0013;3326;50;14338035;CARLOS JIMENEZ CORTÉS;Carrera 81 # 71-33 Bogotá, Colombia;2,60;6510697
494657;7258605927;0013;1002;50;31523333;CARLOS HORTA CORREA;Carrera 48 # 47-42 Bogotá, Colombia;1,30;7136001
497609;6808074021;0013;3397;50;19510715;ANDRES HERRERA CORAL;Carrera 16 # 46-19 Bogotá, Colombia;2,54;8601067
517851;8240452089;0013;2103;50;23508267;FELIPE HERNÁNDEZ CONTRERAS;Calle 48 # 85-40 Bogotá, Colombia;2,26;9841632
510504;1458551892;0013;2880;50;96710079;MAURICIO HERNANDEZ COLMENARES;Calle 134 # 82-67 Bogotá, Colombia;2,27;8369070
482543;6350783505;0013;1177;50;26713144;MAURICIO GUTIÉRREZ CIFUENTES;Carrera 35 # 5-67 Bogotá, Colombia;2,44;4151738
558645;9947365042;0013;5140;50;61083408;PATRICIA GUERRERO CERVANTES;Carrera 163 # 84-57 Bogotá, Colombia;2,52;7659130
513384;8989810331;0013;2720;50;40489455;ANDRÉS GUACAS CASTIBLANCO;Calle 169 # 50-45 Bogotá, Colombia;1,70;9673829
461860;5157036750;0013;6178;50;33550139;ROCIO GONZALEZ CASTELLANOS;Calle 32 # 17-39 Bogotá, Colombia;2,59;9266637
432621;1902284502;0013;2357;50;65119427;DAVID GONZALEZ CASTAÑO;Calle 82 # 51-31 Bogotá, Colombia;1,86;3644998
494781;5314310014;0013;2531;50;96200012;JOULIETTE GOMEZ CASAS;Calle 61 # 33-9 Bogotá, Colombia;2,99;1139923
508869;7512408523;0013;4880;50;19397376;FERNANDA GOMEZ CAMARGO;Carrera 140 # 79-69 Bogotá, Colombia;2,69;1893241
435378;1665114495;0013;4492;50;44851860;VIVIANA GOMEZ CAMARGO;Calle 144 # 33-13 Bogotá, Colombia;2,98;6141462
526145;4969892381;0013;2025;50;65265523;ESTEBAN GARZÓN CAMACHO;Carrera 93 # 1-43 Bogotá, Colombia;1,39;6838418
456478;4435654588;0013;4724;50;98134160;MARIO GARCÍA BRAVO;Carrera 122 # 68-8 Bogotá, Colombia;2,72;7807754
413735;5297057012;0013;2016;50;50326125;MARIO GARCÍA BRAVO;Carrera 140 # 38-35 Bogotá, Colombia;2,19;4244807
433934;1163605557;0013;2088;50;69450081;GUILLERMO GARCÍA BOTERO;Calle 27 # 64-9 Bogotá, Colombia;2,61;2489955
598700;1930195112;0013;6577;50;13538861;CAMILO GARCÍA BOLÍVAR;Calle 136 # 13-20 Bogotá, Colombia;2,07;7882786
547629;8267637245;0013;4957;50;70675285;CAMILO GARCIA BLANCO;Carrera 146 # 68-34 Bogotá, Colombia;1,48;7801368
597404;3781988947;0013;3223;50;46123208;CAMILO GARCÉS BELTRÁN;Calle 77 # 11-58 Bogotá, Colombia;1,27;5090152
546502;1545641789;0013;1827;50;69150614;ESTEBAN GALEANO BARTHEL;Carrera 145 # 2-69 Bogotá, Colombia;1,39;3312108
498390;1848721622;0013;6830;50;43572527;FERNANDO FORERO BARRERO;Calle 88 # 59-52 Bogotá, Colombia;1,76;4471637
522063;9632808328;0013;3871;50;52486846;SEBASTIAN FINO BARRERA;Calle 20 # 9-8 Bogotá, Colombia;1,09;8895637
481718;7016265709;0013;5126;50;19359853;SEBASTIAN FERNÁNDEZ BARJUCH;Calle 96 # 57-31 Bogotá, Colombia;1,19;5387401
537805;8785559318;0013;2069;50;33430733;SEBASTIAN DUSSÁN ARISTIZABAL;Calle 43 # 100-67 Bogotá, Colombia;2,41;1319270
413975;3695406314;0013;1192;50;28991126;ROMERO DUEÑAS ANTIA;Calle 67 # 7-53 Bogotá, Colombia;2,09;1116705
419723;9050165487;0013;2641;50;22836129;LEONARDO DIAZ ALVAREZ;Calle 24 # 19-17 Bogotá, Colombia;1,81;3791599
507476;8827757734;0013;2988;50;86597581;GAVIRIA DELGADO ALVAREZ;Carrera 145 # 26-29 Bogotá, Colombia;2,83;7922812
598437;9019369434;0013;4377;50;53223681;CATHERINE DEL ALFONSO;Calle 17 # 56-54 Bogotá, Colombia;2,04;5953925
501539;1686050538;0013;2104;50;21798980;ELIANA CRUZ ACEVEDO;Calle 137 # 50-41 Bogotá, Colombia;2,41;5408108
452740;2637069580;0013;5338;50;91420703;DIAZ CORTÉS ACERO;Carrera 131 # 59-62 Bogotá, Colombia;1,69;8436278
558262;8300220620;0013;7113;50;11539764;CAMILA CORREA HERNANDEZ;Calle 69 # 20-67 Bogotá, Colombia;2,49;3774663
477246;6477687032;0013;7587;50;89263547;CATALINA CORAL REY;Carrera 45 # 20-16 Bogotá, Colombia;1,32;7131252
531403;2086711873;0013;5424;50;96587845;FERNANDA CONTRERAS REY;Carrera 14 # 101-17 Bogotá, Colombia;2,98;3585898
508017;8123789079;0013;7586;50;42737912;FERNANDA COLMENARES ACEVEDO;Carrera 53 # 100-13 Bogotá, Colombia;1,70;1893273
478074;9738385860;0013;1290;50;38832729;NATALIA CIFUENTES VARGAS;Carrera 32 # 88-33 Bogotá, Colombia;1,45;3051734
514425;5245142739;0013;1132;50;73854207;VIVIANA CERVANTES ACERO;Calle 138 # 22-44 Bogotá, Colombia;2,97;3813142
524668;5381043018;0013;3172;50;98018640;ANDRÉS CASTIBLANCO CRUZ;Calle 129 # 98-26 Bogotá, Colombia;1,21;4312639
585853;2491916879;0013;7740;50;97621683;MARÍA CASTELLANOS VILLA;Calle 30 # 101-29 Bogotá, Colombia;2,53;2703913
518743;7232567043;0013;3311;50;79840465;TATIANA CASTAÑO MAHECHA;Calle 61 # 46-55 Bogotá, Colombia;1,51;7388024
503555;7083522171;0013;5387;50;21168086;TATIANA CASAS BLANCO;Calle 54 # 20-50 Bogotá, Colombia;2,82;8435257
433121;7814456042;0013;4630;50;25872445;FERNANDA CAMARGO ROCHA;Carrera 6 # 102-5 Bogotá, Colombia;2,96;4492696
569553;6560327224;0013;5732;50;52555598;FERNANDA CAMARGO FERNÁNDEZ;Calle 68 # 46-6 Bogotá, Colombia;2,38;7563220
418198;3694896430;0013;1434;50;46680963;GARCIA CAMACHO RUIZ;Calle 18 # 43-30 Bogotá, Colombia;2,54;5867009
445941;8376581186;0013;1773;50;85237861;ALEJANDRA BRAVO ARISTIZABAL;Carrera 2 # 34-33 Bogotá, Colombia;2,68;4575330
525113;6461943304;0013;6074;50;22884617;ALEJANDRA BRAVO BOTERO;Carrera 86 # 54-31 Bogotá, Colombia;1,19;2806301
516232;3852812668;0013;2290;50;73307024;ANGÉLICA BOTERO CORTÉS;Carrera 109 # 43-35 Bogotá, Colombia;1,20;8370077
448373;1980838283;0013;7069;50;60452608;CAMILA BOLÍVAR GOMEZ;Calle 112 # 70-11 Bogotá, Colombia;1,26;1837687
428568;6203376627;0013;6770;50;11978109;CAMILA BLANCO POLO;Calle 165 # 81-48 Bogotá, Colombia;2,90;9865510
433103;2079308690;0013;6907;50;86896204;JOSÉ BELTRÁN CASTAÑO;Calle 87 # 50-47 Bogotá, Colombia;1,85;2823648
494909;7674488817;0013;3020;50;65734618;JOSÉ BARTHEL MOGOLLÓN;Calle 164 # 8-68 Bogotá, Colombia;2,21;6003023
535190;8365562446;0013;7654;50;76662154;MARGARITA BARRERO GOMEZ;Carrera 130 # 71-51 Bogotá, Colombia;2,64;4311707
417722;4390951498;0013;7242;50;99308183;MARGARITA BARRERA GOMEZ;Carrera 107 # 72-7 Bogotá, Colombia;1,07;8830402
545493;9130111835;0013;1151;50;60870194;NATALIA BARJUCH PINZON;Carrera 16 # 80-22 Bogotá, Colombia;2,17;6706749
476759;4426199121;0013;4252;50;92598244;DEL ARISTIZABAL ALFONSO;Carrera 12 # 57-49 Bogotá, Colombia;2,55;9566408
511004;8482657938;0013;6477;50;83033859;FERNANDO ANTIA DUSSÁN;Calle 91 # 53-62 Bogotá, Colombia;1,75;8355727
465685;9072394554;0013;5793;50;55146181;ALEXANDRA ALVAREZ TORRES;Calle 77 # 6-24 Bogotá, Colombia;2,06;3339500
525608;5231744071;0013;4771;50;83431370;NATALIA ALVAREZ BARTHEL;Carrera 22 # 25-49 Bogotá, Colombia;1,78;7391319
489279;4471775976;0013;1928;50;16591215;BUITRAGO ALFONSO DELGADO;Calle 68 # 36-12 Bogotá, Colombia;2,69;4893516
545558;9081875134;0013;4947;50;78351815;PUENTES ACEVEDO CASTIBLANCO;Carrera 160 # 59-59 Bogotá, Colombia;2,34;7830488
514955;4012129292;0013;1991;50;87480366;ANDREA ACERO BRAVO;Carrera 66 # 70-7 Bogotá, Colombia;1,33;5967179
523008;2259942238;0013;5233;50;60100760;MELISSA HERNANDEZ BRAVO;Carrera 116 # 31-27 Bogotá, Colombia;2,10;5113674
534860;4535479094;0013;1526;50;74654259;VIVY REY SUARIQUE;Calle 22 # 28-38 Bogotá, Colombia;1,48;3423305
512306;3325553414;0013;1550;50;80592337;STEPHANNIA REY NAVIA;Carrera 63 # 98-33 Bogotá, Colombia;2,96;3481517
567496;2979346535;0013;1333;50;72546272;VIVIANA ACEVEDO MUÑOZ;Carrera 1 # 46-62 Bogotá, Colombia;2,40;4120207
557008;4409591535;0013;3883;50;83081844;FABIAN VARGAS LOPEZ;Calle 75 # 29-33 Bogotá, Colombia;2,82;6004094
484281;2858417553;0013;4486;50;94458379;DAVID ACERO DIAZ;Calle 98 # 8-46 Bogotá, Colombia;2,97;6540909
598776;1160199120;0013;3061;50;95933253;JULIAN CRUZ FORERO;Carrera 100 # 31-21 Bogotá, Colombia;2,96;4950652
504904;2880328303;0013;4237;50;30408227;URIBE VILLA QUESADA;Calle 88 # 101-23 Bogotá, Colombia;1,55;8015703
455530;2293136621;0013;4996;50;51374567;ANDREA MAHECHA QUESADA;Calle 89 # 30-17 Bogotá, Colombia;2,93;3863335
471168;9980366209;0013;5778;50;31994508;ALEJANDRO BLANCO FINO;Calle 98 # 14-29 Bogotá, Colombia;2,57;8333864
451677;9747062094;0013;5753;50;43480038;ANDRES ROCHA HERRERA;Carrera 146 # 2-24 Bogotá, Colombia;1,96;6107936
496918;9602256730;0013;3308;50;62420888;ANDRES FERNÁNDEZ NIETO;Carrera 81 # 62-29 Bogotá, Colombia;2,53;9591207
555522;4828815002;0013;2474;50;18999419;VEGA RUIZ NIETO;Calle 94 # 78-38 Bogotá, Colombia;2,31;3669504
466403;6242136430;0013;4294;50;18417532;VEGA ARISTIZABAL MENDOZA;Carrera 108 # 18-22 Bogotá, Colombia;1,07;6224338
512601;9500241327;0013;3728;50;52233093;XIMENA BOTERO CAMARGO;Calle 42 # 58-67 Bogotá, Colombia;1,05;1574412
435991;7026633679;0013;4455;50;65708476;BORDA CORTÉS GUERRERO;Calle 40 # 58-21 Bogotá, Colombia;2,18;4097810
462489;4544630266;0013;4617;50;30179914;IREGUI GOMEZ CORAL;Calle 67 # 89-15 Bogotá, Colombia;2,52;7751047
470986;3870133602;0013;3663;50;29248986;LILIAM POLO BARRERA;Carrera 136 # 58-18 Bogotá, Colombia;2,26;5772507
452635;6276753692;0013;2656;50;20742124;LILIAM CASTAÑO SÁNCHEZ;Calle 97 # 97-65 Bogotá, Colombia;1,68;1772839
538727;2849139029;0013;5334;50;70365699;CATALINA MOGOLLÓN MONCALEANO;Calle 87 # 25-22 Bogotá, Colombia;1,70;6398500
414999;7468359555;0013;6507;50;69313393;CATALINA GOMEZ REY;Calle 157 # 4-25 Bogotá, Colombia;1,96;7356593
520478;9699117632;0013;5643;50;68981809;CAROLINA GOMEZ OROZCO;Carrera 142 # 69-10 Bogotá, Colombia;2,40;1211182
431384;9171043147;0013;7478;50;90539294;MARCELA PINZON OROZCO;Calle 37 # 31-53 Bogotá, Colombia;2,37;7477238
569525;5229224450;0013;6818;50;14828447;MARCELA ALFONSO MARIN;Calle 140 # 100-70 Bogotá, Colombia;1,78;5415454
534057;4434991958;0013;3870;50;15966112;ABONDANO DUSSÁN ORTEGA;Calle 113 # 90-54 Bogotá, Colombia;2,24;1570846
499245;2506950211;0013;5779;50;58043880;CARVAJAL TORRES JIMENEZ;Carrera 94 # 33-32 Bogotá, Colombia;2,85;4321586
582852;1940764749;0013;3281;50;37617340;CATALINA BARTHEL JIMENEZ;Carrera 126 # 54-34 Bogotá, Colombia;1,22;9798456
465774;2813237345;0013;4490;50;32256418;LILIANA DELGADO LANAO;Calle 155 # 79-8 Bogotá, Colombia;2,85;2680271
578890;1881533706;0013;7158;50;30496859;FELIPE CASTIBLANCO BARJUCH;Calle 148 # 30-63 Bogotá, Colombia;2,67;4445228
438558;5902164196;0013;7278;50;82555130;PATRICIA BRAVO ROMERO;Calle 98 # 93-27 Bogotá, Colombia;1,65;9389132
543669;2265544133;0013;5531;50;35063382;LISSETH BRAVO TARQUINO;Carrera 166 # 53-28 Bogotá, Colombia;2,94;6116918
461096;5246050308;0013;1436;50;16984858;MARIA SUARIQUE SANCHEZ;Carrera 113 # 32-5 Bogotá, Colombia;1,46;6427180
429857;9640812600;0013;2311;50;84727582;TATIANA NAVIA MONTOYA;Carrera 129 # 96-54 Bogotá, Colombia;1,90;3628436
575442;9642800297;0013;7484;50;74384447;POLANCO MUÑOZ SANCHEZ;Carrera 106 # 3-57 Bogotá, Colombia;1,97;7727110
520601;7494662970;0013;5194;50;19027277;VILLAMIZAR LOPEZ GARCIA;Calle 111 # 58-65 Bogotá, Colombia;1,75;9262112
427468;6674082302;0013;4504;50;31415491;RODRÍGUEZ DIAZ GONZALEZ;Calle 97 # 9-63 Bogotá, Colombia;1,21;8771930
429860;1941475901;0013;5940;50;85849305;ALBERTO FORERO HERNÁNDEZ;Carrera 91 # 84-32 Bogotá, Colombia;1,30;9431361
499098;2732168436;0013;4849;50;95549608;ENRIQUE QUESADA MEJIA;Calle 108 # 26-18 Bogotá, Colombia;2,93;1972007
542466;3946977024;0013;2258;50;31054939;ANDRÉS QUESADA PUERTO;Carrera 8 # 39-40 Bogotá, Colombia;1,34;4386898
590991;6946235614;0013;2349;50;19244255;DIDIER FINO VARON;Carrera 40 # 42-47 Bogotá, Colombia;2,42;5417310
501314;1744472113;0013;4078;50;42659125;FELIPE HERRERA RODRÍGUEZ;Carrera 130 # 49-44 Bogotá, Colombia;2,36;9254936
501915;4834776278;0013;1663;50;69990837;RUCHINA NIETO RODRÍGUEZ;Calle 12 # 10-56 Bogotá, Colombia;1,91;2016408
