ENTIDAD;OFICINA2;CONTRATO2;SALDO;FEULIQ;T.E.A
0013;4851;9649269030;20014155;2019/2/27;24
0013;4868;9643160015;321194053;2020/1/17;24
0013;4870;9638257939;324577393;2019/6/4;20
0013;4876;9618969887;21463523;2018/11/19;24
0013;4880;9663410144;127652393;2018/2/20;25
0013;4893;9629456508;71170456;2020/2/7;26
0013;4904;9674349690;69058887;2020/2/9;22
0013;4907;9625215263;318705203;2018/10/5;27
0013;4919;9685158018;273812736;2019/10/17;23
0013;4922;9622309127;329261724;2018/3/30;25
0013;4941;9657792441;225133187;2019/7/11;23
0013;4941;9697978097;268194112;2019/12/21;26
0013;4943;9667698758;75806499;2019/1/8;27
0013;4947;9666637126;227777923;2020/2/28;26
0013;4953;9676432557;182931136;2019/2/29;27
0013;4957;9672437771;60744529;2018/10/3;26
0013;4963;9615856398;141417288;2019/5/28;20
0013;4963;9670649215;269828041;2019/6/25;22
0013;4970;9634215046;26031802;2018/10/18;20
0013;4971;9684293488;171748986;2018/8/9;20
0013;4972;9684369038;94873257;2018/10/24;25
0013;4973;9669380231;209174539;2018/10/29;24
0013;4982;9640686482;246103168;2019/5/30;21
0013;4990;9627079715;252981698;2020/1/9;22
0013;4991;9618945170;170953056;2020/1/22;26
0013;4992;9613884173;160439998;2019/4/18;20
0013;4993;9696028735;56869510;2020/1/20;20
0013;4996;9645660399;204659208;2018/8/24;20
0013;4996;9677153753;150806228;2020/1/28;23
0013;5002;9655366602;20242400;2019/11/17;24
0013;5007;9621175504;251090884;2020/2/7;21
0013;5011;9652846893;24641407;2020/2/16;23
0013;5036;9676328147;40619914;2020/1/11;25
0013;5046;9667998575;196313709;2018/12/15;25
0013;5054;9637269488;61126576;2018/12/12;22
0013;5055;9649230628;89820336;2018/7/23;24
0013;5059;9694434737;265753108;2019/3/27;22
0013;5063;9619349590;117702789;2018/5/13;27
0013;5065;9655387756;335083487;2018/1/20;20
0013;5068;9639625685;237439066;2020/2/23;21
0013;5073;9692734649;152780248;2018/4/29;26
0013;5074;9697220068;78642931;2018/11/16;25
0013;5077;9619385715;169356247;2018/7/16;21
0013;5080;9645419078;165572766;2019/12/8;21
0013;5091;9611682066;206785067;2020/1/9;22
0013;5095;9626575331;153541335;2020/1/3;23
0013;5120;9689688485;67258029;2019/2/28;26
0013;5122;9689603805;239774508;2019/6/18;25
0013;5124;9666052762;245560105;2020/2/14;21
0013;5126;9679054873;20102960;2018/8/22;21
0013;5129;9633146100;316029211;2019/8/5;25
0013;5131;9641090740;310651840;2019/5/17;24
0013;5138;9674226148;327214264;2018/5/26;25
0013;5139;9680906674;202850153;2018/6/20;26
0013;5140;9697155384;224836927;2019/6/26;25
0013;5160;9682595880;89756982;2018/3/14;24
0013;5165;9640173376;45511383;2020/2/13;26
0013;5170;9633286263;254952230;2020/2/17;24
0013;5177;9648568944;244426505;2019/12/11;23
0013;5180;9639038181;264479574;2018/6/25;21
0013;5184;9657080172;30055743;2019/3/3;21
0013;5194;9694316050;37011185;2020/1/15;26
0013;5206;9695356292;156411994;2018/6/18;21
0013;5214;9664376926;304533487;2018/4/3;27
0013;5226;9613518773;174073741;2018/5/29;25
0013;5233;9629612134;167404131;2019/6/13;27
0013;5235;9665995726;349965635;2020/2/7;24
0013;5238;9656700663;206620251;2019/1/28;22
0013;5246;9671714925;187094476;2019/8/28;26
0013;5251;9690497191;29282367;2018/11/25;22
0013;5271;9625411471;69335112;2019/5/24;22
0013;5275;9628580957;69401525;2020/1/12;27
0013;5282;9661294881;101418627;2018/8/12;26
0013;5297;9660412632;267353143;2019/7/24;27
0013;5303;9616743210;261666377;2019/5/7;20
0013;5304;9630153925;70923540;2018/5/7;23
0013;5315;9642166943;74189123;2018/5/22;25
0013;5334;9655583860;70326979;2018/7/10;24
0013;5338;9617440807;250180890;2018/4/10;22
0013;5341;9617175391;291318305;2020/2/19;20
0013;5346;9623074019;239665351;2019/10/15;23
0013;5359;9642737986;213201802;2019/3/3;23
0013;5368;9629889603;175261989;2018/10/16;25
0013;5372;9618826310;235690041;2020/1/19;22
0013;5383;9686011028;269518743;2019/3/1;27
0013;5387;9669390959;169876389;2019/3/17;23
0013;5423;9639954964;39829264;2018/5/17;22
0013;5424;9627545451;222970253;2020/1/11;21
0013;5442;9679731301;78164556;2020/2/23;25
0013;5461;9640386770;57937386;2019/10/7;22
0013;5462;9690220829;260846780;2018/3/6;25
0013;5469;9659576812;310588072;2019/8/18;26
0013;5474;9688441221;147414933;2020/1/5;20
0013;5475;9649317383;193707098;2019/12/27;21
0013;5476;9667049536;133027126;2018/9/7;20
0013;5480;9682458075;206965438;2018/5/3;20
0013;5491;9643146174;138376200;2018/10/18;25
0013;5495;9680894799;112511502;2018/8/30;26
0013;5497;9674666368;117483299;2020/2/16;26
0013;5503;9642953792;321937721;2020/1/3;20
0013;5528;9613806667;323114099;2018/11/18;22
0013;5531;9632601454;31809599;2020/1/1;21
0013;5559;9699621946;279349251;2019/4/11;21
0013;5573;9648743188;49383985;2019/6/30;23
0013;5584;9661832625;96897082;2020/1/30;23
0013;5586;9645430554;274261912;2019/1/27;24
0013;5610;9689959961;221364897;2020/1/2;23
0013;5620;9666518183;241717192;2019/8/15;23
0013;5620;9670826186;153331617;2020/2/1;23
0013;5626;9665428788;299877548;2020/2/18;22
0013;5633;9684429120;52308558;2020/1/8;20
0013;5638;9664455706;124472497;2020/2/11;24
0013;5639;9685368490;196935209;2019/6/21;21
0013;5643;9624878417;23623163;2019/3/3;25
0013;5643;9659254750;86317672;2020/2/24;23
0013;5667;9618912803;161168503;2019/11/27;25
0013;5669;9642112177;178459847;2019/3/9;25
0013;5670;9623491698;212075594;2019/8/23;24
0013;5686;9645302963;139756511;2019/9/13;24
0013;5691;9639886061;338645609;2018/2/9;24
0013;5694;9656807058;209711732;2018/3/8;26
0013;5695;9636848739;347444261;2019/5/1;24
0013;5709;9678299573;235052183;2020/1/20;20
0013;5713;9636137306;287106604;2020/1/25;21
0013;5713;9674047026;92758724;2020/2/22;22
0013;5718;9653052503;271448411;2018/7/14;21
0013;5722;9652444218;84276209;2019/3/23;27
0013;5725;9694362522;325567179;2020/1/20;27
0013;5732;9690813508;200512624;2019/1/13;20
0013;5745;9648288388;273813400;2020/2/27;22
0013;5745;9673934858;248004437;2019/3/15;26
0013;5753;9623056869;21851760;2019/4/16;27
0013;5755;9662911724;48090149;2020/2/27;27
0013;5771;9664563638;28269526;2018/11/28;22
0013;5778;9646117931;148047551;2018/1/4;24
0013;5779;9637628228;85315858;2018/3/3;25
0013;5785;9636536721;344148318;2018/3/20;22
0013;5786;9681341204;75042060;2018/10/5;26
0013;5787;9697077544;67056764;2018/7/15;21
0013;5793;9646975210;261436370;2018/5/11;22
0013;5801;9679354807;148406690;2018/6/20;20
0013;5820;9684785435;330301129;2019/1/18;25
0013;5821;9642102131;286557953;2019/5/25;22
0013;5821;9673125577;92530672;2018/11/7;20
0013;5823;9640827470;269210213;2018/1/24;27
0013;5835;9658556323;87118706;2020/2/5;25
0013;5837;9640227211;144614957;2020/1/26;27
0013;5838;9673076225;134853226;2020/2/2;21
0013;5841;9638190034;140889820;2020/1/6;24
0013;5846;9657810520;154374039;2019/3/26;23
0013;5852;9622301537;267610634;2019/10/17;22
0013;5853;9675208944;283572982;2019/2/22;23
0013;5861;9691386537;164459545;2020/2/27;27
0013;5865;9634325272;194380821;2019/10/22;22
0013;5868;9666898307;20189530;2018/3/25;25
0013;5874;9655892117;148470179;2019/12/9;25
0013;5875;9643214574;123973255;2019/7/6;25
0013;5879;9629290188;157088838;2019/11/9;24
0013;5883;9661281128;235132571;2018/6/2;25
0013;5887;9626877664;145086270;2018/4/14;25
0013;5906;9634316798;186798262;2019/9/20;20
0013;5924;9615168272;241638504;2018/11/12;22
0013;5940;9619533718;55262745;2019/11/25;26
0013;5941;9697209083;201545588;2020/1/10;25
0013;5951;9657208783;290234848;2019/7/9;27
0013;5955;9618205186;62034454;2020/2/20;24
0013;5971;9659330308;110678277;2019/9/27;21
0013;5972;9649927277;324595168;2018/5/25;24
0013;5978;9625269839;244695685;2020/2/15;27
0013;5979;9695540236;54049600;2018/3/24;20
0013;5983;9679032918;308515993;2020/1/25;26
0013;6002;9645873563;136918596;2020/2/15;20
0013;6007;9666961853;214218297;2020/2/27;27
0013;6009;9619206593;253837206;2018/1/25;27
0013;6012;9659765187;271954874;2018/6/17;22
0013;6014;9612013268;161646939;2020/1/10;24
0013;6015;9688055210;102043382;2018/1/15;26
0013;6019;9628319754;260057159;2018/9/17;23
0013;6031;9626481286;82382638;2019/11/17;25
0013;6031;9667781424;319343556;2020/1/30;22
0013;6052;9640759448;54148912;2020/1/9;26
0013;6059;9677191554;129047004;2020/1/6;22
0013;6062;9691133834;327685314;2018/4/8;27
0013;6069;9668076882;180971897;2020/2/20;24
0013;6074;9633343260;306693453;2019/9/1;23
0013;6076;9632458472;256011360;2018/8/20;23
0013;6085;9668688536;135709209;2019/5/11;23
0013;6109;9650867957;145395866;2019/2/1;27
0013;6122;9691868822;76715998;2019/1/30;24
0013;6130;9642335811;348951358;2018/5/19;20
0013;6134;9682167484;163307530;2020/1/14;25
0013;6151;9685558491;202665162;2019/1/29;21
0013;6153;9666212686;103012116;2020/2/17;23
0013;6156;9655673176;25586754;2019/1/9;25
0013;6164;9685228617;61638717;2018/8/12;26
0013;6178;9645841691;54499170;2019/9/28;22
0013;6180;9649481416;337568942;2020/2/14;23
0013;6181;9624690556;39942492;2020/1/5;24
0013;6197;9616739137;285819535;2018/4/17;25
0013;6197;9680015450;131641251;2018/1/12;20
0013;6198;9696213045;112985522;2020/2/30;26
0013;6199;9687033668;159208092;2019/7/9;22
0013;6202;9692793439;311503431;2019/9/3;27
0013;6205;9660329496;108382494;2019/9/11;27
0013;6209;9620764372;312393316;2019/4/23;21
0013;6214;9693680988;186336857;2019/1/8;21
0013;6222;9697608022;142233467;2019/5/27;26
0013;6228;9639083124;254267047;2019/11/22;25
0013;6233;9694025951;90184450;2020/1/25;26
0013;6255;9690965216;67810874;2018/4/21;25
0013;6256;9649059156;171240864;2020/2/16;21
0013;6263;9656456696;294091656;2019/5/12;21
0013;6269;9653331023;164032340;2020/1/4;25
0013;6285;9645612336;98437940;2018/3/21;26
0013;6286;9662653476;38822492;2019/3/21;23
0013;6290;9638592543;296209306;2018/6/19;23
0013;6291;9678112667;320686577;2019/12/21;20
0013;6296;9645935671;184624762;2018/11/4;27
0013;6299;9623461065;253965793;2018/4/15;20
0013;6305;9699728034;104200204;2020/2/6;23
0013;6324;9695817850;314602335;2019/2/18;20
0013;6329;9651675085;343437774;2020/1/27;23
0013;6347;9635380050;68247040;2018/5/16;22
0013;6347;9650219741;166052770;2018/10/29;25
0013;6348;9629428521;76588964;2020/2/10;27
0013;6358;9648028907;57048990;2020/2/16;27
0013;6392;9616888437;223621704;2018/7/15;23
0013;6407;9661183944;36593917;2019/8/16;24
0013;6430;9623012680;89296140;2019/1/16;20
0013;6431;9680452115;195046583;2019/3/29;24
0013;6440;9619085060;198254811;2020/2/12;20
0013;6441;9690345658;268254774;2019/1/14;22
0013;6444;9674033953;140556547;2018/1/14;21
0013;6453;9624280103;105244457;2018/1/28;24
0013;6470;9628257698;280320099;2019/7/30;21
0013;6475;9669814238;246018791;2019/1/2;22
0013;6477;9633447113;289485963;2019/11/30;23
0013;6507;9656241017;27238413;2020/2/17;27
0013;6508;9632759625;268321799;2019/1/3;23
0013;6508;9665893854;221195092;2020/2/19;22
0013;6513;9643556899;147228877;2019/1/10;24
0013;6522;9676096458;179948400;2020/2/1;22
0013;6525;9652749754;100322045;2019/6/27;20
0013;6546;9615692423;244873538;2019/1/8;27
0013;6556;9682191293;49639867;2019/8/3;25
0013;6557;9663646197;101512470;2019/11/8;22
0013;6574;9630485888;264328544;2020/2/9;20
0013;6576;9618856541;120680083;2020/1/12;21
0013;6577;9635047692;299738913;2019/6/8;25
0013;6585;9651443648;218608589;2020/1/27;22
0013;6610;9694483566;273260481;2018/2/20;21
0013;6618;9690151217;100079996;2019/3/11;20
0013;6619;9694797785;258872851;2020/1/13;21
0013;6635;9663582636;175982652;2018/7/13;22
0013;6637;9657820670;74217547;2018/3/28;26
0013;6638;9682793227;265578785;2018/1/6;24
0013;6671;9685553202;71409422;2020/1/3;25
0013;6706;9645701381;77489974;2018/5/8;24
0013;6712;9616675467;86536613;2018/8/18;25
0013;6737;9640042129;147020841;2018/12/9;24
0013;6743;9632308772;134618601;2020/2/24;21
0013;6746;9672108255;107536495;2019/2/29;25
0013;6760;9673923838;199639842;2019/10/2;26
0013;6770;9685024790;97895941;2020/1/25;23
0013;6771;9670209400;118202673;2020/1/28;24
0013;6773;9638940328;151058833;2019/6/22;24
0013;6776;9648744796;102774806;2018/10/25;27
0013;6776;9655021986;258629688;2020/2/7;24
0013;6780;9669075264;55040438;2020/1/20;22
0013;6781;9617689964;63900202;2018/5/7;25
0013;6787;9655131666;227774333;2019/2/10;24
0013;6793;9622127632;46847508;2020/1/22;23
0013;6801;9648891668;184903954;2019/6/23;27
0013;6802;9663385141;344944919;2019/1/17;27
0013;6806;9664706689;181514286;2018/8/1;24
0013;6818;9681068358;65771747;2019/3/16;27
0013;6826;9628445894;201021821;2019/6/19;23
0013;6826;9661230606;241802730;2019/10/19;27
0013;6826;9676194100;265030622;2019/11/2;22
0013;6830;9651572165;206496538;2019/4/8;27
0013;6836;9647998639;25694865;2020/1/10;22
0013;6837;9647431401;280926616;2019/12/6;24
0013;6841;9641679493;321953467;2019/12/13;22
0013;6856;9640632705;272025291;2020/1/25;23
0013;6874;9641874440;299753932;2019/5/14;23
0013;6874;9682400754;213148285;2018/7/5;20
0013;6878;9629678965;291362832;2020/1/29;24
0013;6882;9665586536;22843292;2018/3/6;25
0013;6883;9670070648;312445095;2018/10/9;25
0013;6887;9634837319;161169499;2020/2/13;22
0013;6888;9679029699;330051166;2020/1/2;22
0013;6893;9632556985;229029894;2018/4/28;23
0013;6896;9676010381;130260938;2020/1/29;20
0013;6901;9676246780;197276551;2019/12/26;21
0013;6907;9624857727;34267721;2019/3/18;20
0013;6913;9676640041;341199623;2019/7/25;20
0013;6917;9628812358;192070822;2019/8/24;24
0013;6920;9679296460;64099249;2019/8/18;26
0013;6922;9629024323;31800331;2019/8/18;25
0013;6944;9674578007;306905761;2019/3/13;22
0013;6947;9668359940;276730000;2018/12/16;23
0013;6963;9638341027;306100619;2019/3/9;25
0013;6964;9616290049;178488976;2020/1/8;25
0013;6968;9680644951;313564936;2018/5/11;26
0013;6985;9671298763;256754307;2020/1/14;22
0013;6990;9685461566;63838966;2020/2/15;27
0013;6992;9679676234;77586541;2018/9/3;24
0013;7000;9681853866;82058813;2020/2/20;24
0013;7002;9698102064;94128187;2019/12/20;21
0013;7010;9688004621;250812774;2018/8/13;26
0013;7016;9669240055;104524983;2020/1/22;23
0013;7026;9613968906;214573539;2019/9/8;23
0013;7039;9626538349;124057948;2018/5/6;20
0013;7055;9614427970;65907825;2018/10/12;27
0013;7056;9669881677;229934924;2018/8/6;26
0013;7058;9618358010;232169755;2019/4/19;21
0013;7064;9626977389;68688028;2018/1/1;24
0013;7066;9696825088;149108831;2019/10/8;25
0013;7069;9689968300;253841294;2019/10/12;20
0013;7074;9614337544;161521888;2019/3/28;23
0013;7083;9628592104;333606322;2019/2/11;20
0013;7096;9655327135;39107854;2019/4/10;25
0013;7096;9673473841;256508959;2019/11/29;24
0013;7099;9640741027;182504441;2019/8/23;24
0013;7102;9622498726;310386341;2020/2/2;25
0013;7106;9633192289;57116171;2018/8/9;24
0013;7106;9671460192;101801166;2018/9/16;23
0013;7107;9667483764;46705357;2019/4/16;22
0013;7111;9699546566;193575086;2018/7/10;25
0013;7113;9611683676;185811946;2020/1/14;20
0013;7117;9683347489;337190312;2020/1/9;22
0013;7136;9616583771;24131180;2018/10/14;20
0013;7139;9660565788;206267684;2019/9/8;26
0013;7158;9684202629;231828073;2018/9/23;27
0013;7171;9656904711;340582824;2018/4/24;26
0013;7179;9644420705;331146276;2019/6/18;22
0013;7182;9635659953;324756349;2018/10/4;27
0013;7183;9631154229;285831999;2020/1/11;21
0013;7187;9673599584;166018149;2018/8/7;27
0013;7195;9661905610;162604357;2019/2/13;21
0013;7198;9631307218;123168117;2019/4/8;21
0013;7217;9679550985;55900169;2020/1/25;22
0013;7220;9639285509;239350631;2018/8/26;25
0013;7231;9683992033;168715775;2020/2/6;20
0013;7242;9617760446;319928708;2020/2/3;21
0013;7271;9641170816;39882432;2020/2/21;27
0013;7273;9638933244;286984411;2018/10/19;21
0013;7277;9625763325;274100951;2020/1/19;21
0013;7278;9617794679;268093584;2019/11/26;22
0013;7279;9652535955;126344944;2018/12/22;20
0013;7293;9680358579;297509601;2018/8/13;23
0013;7297;9690793959;121018074;2018/2/8;23
0013;7329;9678471207;49147812;2018/2/30;24
0013;7334;9671025085;43449465;2020/2/10;21
0013;7352;9693307855;236824858;2018/1/23;27
0013;7378;9694303749;271531155;2020/1/6;25
0013;7402;9694568580;168037260;2020/1/1;23
0013;7406;9686247304;283502574;2019/11/12;25
0013;7407;9656348981;346897516;2018/12/7;25
0013;7419;9662859860;322756105;2020/1/17;23
0013;7429;9631569282;28848010;2019/6/25;21
0013;7431;9672594880;279293884;2019/2/19;27
0013;7436;9621308102;320338222;2019/10/1;21
0013;7436;9644686804;308018530;2018/4/30;25
0013;7443;9647307350;92304639;2018/5/26;22
0013;7446;9645830980;89931423;2020/2/28;25
0013;7447;9687117688;328680767;2020/1/14;26
0013;7448;9664142935;288948439;2018/12/2;22
0013;7450;9642554485;271039873;2020/2/15;20
0013;7462;9664073312;235069969;2018/1/13;27
0013;7474;9621617294;176195571;2020/2/1;21
0013;7478;9689687483;146685013;2018/9/13;20
0013;7481;9691861935;67851286;2018/5/23;25
0013;7484;9647613371;185753364;2019/3/9;24
0013;7487;9638998942;148955274;2018/7/6;23
0013;7492;9667138344;213158851;2018/3/23;20
0013;7494;9685807586;285174309;2020/1/18;20
0013;7500;9612285261;64054564;2020/2/15;22
0013;7503;9635572504;120824123;2020/1/2;26
0013;7504;9658686160;166971222;2019/12/10;24
0013;7522;9660704514;194436727;2018/11/16;24
0013;7527;9697046025;197704620;2018/2/22;25
0013;7532;9686596400;262363468;2020/2/3;21
0013;7539;9628647661;141867688;2020/2/6;23
0013;7539;9691179400;224464151;2019/11/5;26
0013;7560;9681114040;265252819;2020/1/28;27
0013;7568;9666275095;204716499;2019/11/9;26
0013;7575;9642239316;41464490;2019/10/16;23
0013;7576;9649206810;73008935;2018/5/4;24
0013;7586;9683707850;31985442;2019/9/13;24
0013;7587;9681940635;267195951;2018/10/28;22
0013;7587;9694852541;318922902;2020/1/25;21
0013;7591;9686815466;219129776;2018/10/10;22
0013;7598;9678225609;180430597;2020/1/3;20
0013;7610;9619027669;127525468;2019/1/15;21
0013;7615;9681157021;164934491;2019/3/24;22
0013;7619;9660993745;327757465;2018/3/16;21
0013;7624;9681840584;48691754;2018/9/5;26
0013;7627;9687767388;100594623;2018/1/14;20
0013;7628;9634124988;157925278;2019/1/4;27
0013;7638;9685656973;311912974;2019/6/21;21
0013;7652;9640682022;228605838;2020/2/21;26
0013;7652;9659824502;25531714;2020/1/19;24
0013;7653;9642831990;112327105;2020/1/20;27
0013;7654;9672661844;244821095;2018/9/13;24
0013;7668;9634442397;259834264;2020/2/21;20
0013;7670;9650254437;161472653;2020/2/27;23
0013;7685;9631347669;56508966;2019/3/23;24
0013;7698;9635884537;30721446;2018/10/24;27
0013;7720;9623618931;173988115;2019/6/22;21
0013;7725;9659838649;261239743;2018/5/6;22
0013;7727;9641557139;166447119;2020/2/3;22
0013;7727;9646400674;245164434;2019/1/23;21
0013;7729;9698233026;52890875;2019/1/26;25
0013;7732;9647228513;276679665;2018/10/20;20
0013;7733;9668996122;32204057;2018/7/10;21
0013;7740;9646507856;31387836;2018/10/2;24
0013;7742;9630703353;37290582;2018/4/6;26
0013;7762;9670533685;189126154;2018/7/15;20
0013;7764;9664802966;141174143;2018/4/24;22
0013;7773;9699296819;100414519;2018/8/21;22
