ENTIDAD;OFICINA;PRODUCTO;CONTRATO;Portafolio;OFICINA2;CONTRATO2;SALDO;FEULIQ;T.E.A
0013;3663;50;29248986;P3273;4222;9620175588;121881445;2020/1/16;22
0013;2656;50;20742124;P3955;6744;9617279044;246651292;2019/9/18;25
0013;5334;50;70365699;P3340;3136;9632410313;70326979;2018/7/10;24
0013;6507;50;69313393;P2359;4415;9675861254;27238413;2020/2/17;27
0013;5643;50;68981809;P1183;6525;9613441162;86317672;2020/2/24;23
0013;7478;50;90539294;P3030;7406;9645400491;146685013;2018/9/13;20
0013;6818;50;14828447;P4538;5991;9652447650;65771747;2019/3/16;27
0013;3870;50;15966112;P1859;3866;9631160515;215252177;2019/7/13;26
0013;5779;50;58043880;P2992;4214;9622278652;85315858;2018/3/3;25
0013;3281;50;37617340;P4457;4490;9639178005;241507473;2018/7/23;23
0013;4490;50;32256418;P4410;6903;9679455719;329747209;2020/2/26;26
0013;7158;50;30496859;P2451;2362;9682919398;231828073;2018/9/23;27
0013;7278;50;82555130;P1475;4221;9681800894;268093584;2019/11/26;22
0013;5531;50;35063382;P1874;7735;9622614774;31809599;2020/1/1;21
0013;1436;50;16984858;P3301;7295;9693988175;203126864;2019/4/1;25
0013;2311;50;84727582;P3179;5679;9621489056;134448973;2019/1/19;24
0013;7484;50;74384447;P2657;7581;9633417437;185753364;2019/3/9;24
0013;5194;50;19027277;P1468;5440;9633698663;37011185;2020/1/15;26
0013;4504;50;31415491;P5295;2287;9692045762;111156702;2019/5/3;22
0013;5940;50;85849305;P4342;3172;9621610246;55262745;2019/11/25;26
0013;4849;50;95549608;P3834;3999;9678879316;245944995;2020/2/30;27
0013;2258;50;31054939;P3244;4304;9667521302;66562571;2019/12/26;20
0013;2349;50;19244255;P2381;6635;9673174515;40254033;2018/12/2;27
0013;4078;50;42659125;P5527;7123;9654014921;234866324;2020/2/14;22
0013;1663;50;69990837;P3587;5170;9691685800;205191710;2018/5/19;27
0013;1509;50;34389060;P2143;6946;9653570043;120268904;2018/9/7;25
0013;4779;50;95420247;P1776;5292;9669852847;245161785;2020/2/20;27
0013;5423;50;92007371;P4531;3515;9623704736;39829264;2018/5/17;22
0013;3441;50;61920504;P2862;4954;9664053503;313111120;2018/8/1;23
0013;4870;50;17880760;P3932;7108;9650831675;324577393;2019/6/4;20
0013;1984;50;86422287;P2666;6466;9629960416;302741647;2020/2/25;23
0013;5383;50;69353139;P4466;6514;9634152633;269518743;2019/3/1;27
0013;5282;50;14311668;P1872;3489;9646546187;101418627;2018/8/12;26
0013;6743;50;23310689;P1960;6495;9638767197;134618601;2020/2/24;21
0013;1314;50;84207655;P5280;6766;9655212108;117688830;2019/9/29;27
0013;4763;50;68442282;P2383;7627;9635297296;265884046;2019/9/14;26
0013;5846;50;44342522;P1362;2998;9654358551;154374039;2019/3/26;23
0013;4610;50;78640416;P1947;2325;9660474352;306305717;2019/11/24;23
0013;6776;50;44510090;P2185;4448;9678953304;258629688;2020/2/7;24
0013;7010;50;66769853;P2615;5115;9671181871;250812774;2018/8/13;26
0013;6181;50;11448154;P4704;6283;9696352978;39942492;2020/1/5;24
0013;7522;50;41119110;P3388;5057;9654962656;194436727;2018/11/16;24
0013;5801;50;83963006;P5153;5242;9671391890;148406690;2018/6/20;20
0013;5091;50;11901758;P1437;7612;9691581402;206785067;2020/1/9;22
0013;1336;50;52445459;P5169;6466;9672147140;43635806;2019/10/12;22
0013;6164;50;26195863;P3621;3328;9625813216;61638717;2018/8/12;26
0013;7220;50;61929689;P2397;2739;9611611162;239350631;2018/8/26;25
0013;3907;50;75315176;P3246;2271;9653155260;319181888;2018/6/23;25
0013;3551;50;94312005;P1212;4411;9697224169;313902854;2018/11/5;20
0013;5820;50;75181242;P5087;3352;9675700006;330301129;2019/1/18;25
0013;5639;50;49550588;P4303;2460;9618572798;196935209;2019/6/21;21
0013;5122;50;76017383;P1829;6225;9622103869;239774508;2019/6/18;25
0013;4820;50;28338310;P1840;3247;9668418839;227552975;2019/3/7;24
0013;2892;50;55648247;P4315;4335;9658257047;103673727;2018/8/8;23
0013;1592;50;48828498;P2542;3203;9686895133;156005514;2019/2/3;20
0013;2780;50;54479768;P3762;2845;9677366616;70740812;2020/1/19;27
0013;1412;50;19335852;P3697;7258;9630032132;215930683;2020/1/4;21
0013;2464;50;66693982;P5389;2863;9655115223;179699787;2018/5/13;27
0013;6085;50;98340618;P4356;7659;9653455053;135709209;2019/5/11;23
0013;5080;50;87915171;P4721;4651;9661686991;165572766;2019/12/8;21
0013;5745;50;63878056;P2948;3778;9695307586;273813400;2020/2/27;22
0013;2348;50;28244760;P4277;5294;9699478297;261200892;2018/4/26;26
0013;4941;50;83779913;P4927;3631;9686459455;225133187;2019/7/11;23
0013;3084;50;38076644;P4148;2970;9652209356;283589620;2019/5/26;24
0013;4821;50;44258940;P3195;5354;9637506307;42329000;2018/3/18;24
0013;5160;50;98885726;P4772;7450;9654477432;89756982;2018/3/14;24
0013;3030;50;53239567;P4464;7337;9670838519;323236148;2020/1/18;22
0013;1764;50;91913000;P3322;4099;9626178290;251804696;2019/6/20;26
0013;1028;50;11865813;P4443;5543;9613758239;305163340;2018/6/28;26
0013;5138;50;79832113;P2078;6606;9637743957;327214264;2018/5/26;25
0013;7624;50;48218509;P1496;2901;9684811951;48691754;2018/9/5;26
0013;6475;50;21400212;P4455;4967;9641176456;246018791;2019/1/2;22
0013;2564;50;18080970;P1707;3682;9674221931;107222673;2020/1/28;22
0013;4904;50;16014664;P1316;4295;9652630314;69058887;2020/2/9;22
0013;1066;50;12697568;P3827;2646;9676094640;335155751;2019/6/3;24
0013;4495;50;77817925;P4289;3961;9615197910;338511766;2018/12/6;20
0013;3769;50;87939865;P3425;6287;9684104517;118504277;2018/4/15;26
0013;5214;50;27055983;P3113;2492;9639540078;304533487;2018/4/3;27
0013;2158;50;86456870;P5374;4900;9689759971;122862091;2019/4/11;27
0013;3467;50;38563593;P4819;6949;9649855289;86843778;2019/10/29;25
0013;7619;50;41809980;P3782;5982;9627808409;327757465;2018/3/16;21
0013;1612;50;12598551;P3525;6900;9666706704;178787122;2020/1/8;22
0013;2782;50;87092785;P5328;5555;9635875188;40645315;2019/5/21;22
0013;3831;50;80516760;P3494;2950;9655028368;65725312;2018/8/5;23
0013;1994;50;39080497;P4742;7624;9617519071;300626668;2019/3/4;27
0013;1634;50;72290949;P4116;3626;9658763014;278750159;2018/11/10;27
0013;3593;50;43288672;P2358;5185;9635652349;222471289;2018/1/2;27
0013;4310;50;48041856;P1800;4598;9629160654;230440174;2018/12/1;23
0013;3867;50;44682383;P3014;2605;9616100441;241004494;2020/1/18;26
0013;4587;50;92536897;P4829;3503;9657805146;183760297;2018/5/26;21
0013;6392;50;65664468;P1557;4636;9669818732;223621704;2018/7/15;23
0013;2565;50;37040900;P2657;6171;9624601646;292499789;2019/9/2;21
0013;2538;50;28581182;P1982;2840;9676461186;133654315;2020/1/4;24
0013;2814;50;34830062;P1785;5741;9665294867;43838518;2020/2/22;23
0013;6290;50;14320089;P1200;5134;9621463337;296209306;2018/6/19;23
0013;3835;50;13139836;P1286;5909;9671716747;144634834;2019/5/9;26
0013;7474;50;64598351;P3904;5882;9611329093;176195571;2020/2/1;21
0013;5077;50;46725688;P5082;2960;9677481613;169356247;2018/7/16;21
0013;7729;50;28652548;P4205;3781;9619967039;52890875;2019/1/26;25
0013;4341;50;76270449;P3996;4072;9699988636;132915819;2020/2/4;25
0013;3357;50;12405671;P2321;4236;9641532904;165438371;2020/2/5;24
0013;6893;50;46662300;P4868;3375;9698145962;229029894;2018/4/28;23
0013;5368;50;99469440;P5504;5082;9677640992;175261989;2018/10/16;25
0013;2418;50;47059422;P2813;2257;9674532131;109146966;2019/9/21;25
0013;4531;50;16653623;P3642;2627;9686043072;305727632;2020/1/1;23
0013;7503;50;36670512;P2863;2930;9659812124;120824123;2020/1/2;26
0013;3989;50;92404077;P2315;3558;9644546818;161096422;2019/5/9;23
0013;4676;50;41331209;P1189;4636;9659908820;164395719;2019/5/5;24
0013;1393;50;30772983;P3578;7256;9687574817;104719789;2020/2/26;26
0013;2339;50;33748193;P1302;7518;9698783282;28206111;2019/2/22;21
0013;3826;50;81766652;P5352;2392;9630790784;251130984;2018/7/15;27
0013;1358;50;74091280;P5042;6801;9620486004;166550979;2018/4/23;26
0013;3709;50;70060192;P2537;6609;9652269028;132273793;2019/1/24;23
0013;1972;50;29361036;P1372;7705;9657334386;317544032;2018/4/13;22
0013;3788;50;17563931;P4587;5751;9649397257;349376342;2018/9/16;23
0013;2760;50;30479152;P3742;3970;9626672528;150698846;2020/2/8;24
0013;4893;50;66495233;P1163;2437;9681209828;71170456;2020/2/7;26
0013;2661;50;27400793;P1619;7101;9621480730;172101763;2019/9/25;22
0013;5686;50;32590677;P3080;7453;9637383561;139756511;2019/9/13;24
0013;4996;50;61491449;P4724;6783;9616576552;204659208;2018/8/24;20
0013;2114;50;69160222;P4579;5056;9642035442;193734002;2020/2/26;24
0013;3712;50;20323948;P1900;7141;9662036667;340464056;2019/9/28;21
0013;6156;50;97212267;P2894;2630;9663324959;25586754;2019/1/9;25
0013;2869;50;45878050;P4113;2350;9676436369;258399879;2020/1/26;25
0013;5180;50;51068879;P4528;5585;9664973925;264479574;2018/6/25;21
0013;2336;50;65351163;P4123;3433;9640098311;95991523;2018/6/30;26
0013;3343;50;89152506;P1140;6941;9693098056;153823759;2018/1/1;26
0013;1590;50;57541813;P1743;5978;9666897833;335545295;2020/2/5;20
0013;2252;50;16329004;P4076;7368;9651548241;191600337;2019/11/29;24
0013;3965;50;66631578;P2972;4060;9652888176;88969715;2019/10/20;22
0013;3338;50;64612740;P4380;2348;9660251656;94532380;2019/2/24;22
0013;5059;50;35053925;P3879;6746;9654879819;265753108;2019/3/27;22
0013;1961;50;61298640;P2157;4780;9689120868;255788328;2019/8/17;21
0013;2187;50;57459883;P3592;4596;9671280478;242407866;2019/2/20;26
0013;4348;50;35315997;P2844;7612;9698934046;244857400;2019/10/24;24
0013;5586;50;82836827;P5109;7514;9697359683;274261912;2019/1/27;24
0013;5821;50;86616577;P2541;2297;9653226184;92530672;2018/11/7;20
0013;5359;50;79617743;P2394;2893;9677592510;213201802;2019/3/3;23
0013;6637;50;86108352;P2122;7670;9623982712;74217547;2018/3/28;26
0013;6151;50;52441105;P5519;5104;9635118676;202665162;2019/1/29;21
0013;4552;50;37600449;P4461;4399;9678315623;181578876;2020/2/2;21
0013;4662;50;70572931;P3924;2784;9694249792;265750558;2018/11/14;21
0013;5469;50;36553440;P5370;5360;9691532067;310588072;2019/8/18;26
0013;5771;50;18398543;P1166;3938;9680423225;28269526;2018/11/28;22
0013;6826;50;24489262;P2058;4877;9665534633;265030622;2019/11/2;22
0013;3961;50;13919130;P2495;6581;9681446585;285447427;2020/2/5;21
0013;2163;50;42222400;P3888;3889;9679356090;177198400;2020/2/14;24
0013;2945;50;41556281;P3927;4927;9648738363;343129590;2018/7/16;25
0013;3947;50;98298603;P1451;4303;9676826524;106905192;2020/2/20;22
0013;4342;50;79141426;P1466;6509;9648302570;244021545;2018/3/13;21
0013;5823;50;39542387;P1688;2738;9615055511;269210213;2018/1/24;27
0013;1197;50;34236948;P3160;4079;9667448198;200100241;2019/1/2;27
0013;2017;50;51281566;P5154;7276;9693935889;239123631;2020/1/13;21
0013;7615;50;28289444;P4225;2464;9660573870;164934491;2019/3/24;22
0013;7481;50;90834121;P1957;6355;9619157739;67851286;2018/5/23;25
0013;3881;50;40147294;P4286;7566;9665502779;348671477;2018/6/18;26
0013;2607;50;35046013;P4137;6834;9620297019;109257148;2020/1/30;23
0013;2581;50;50653643;P3172;3545;9621528679;176477308;2018/3/22;27
0013;6222;50;46861836;P2459;3458;9684100813;142233467;2019/5/27;26
0013;2336;50;93662262;P3323;2606;9666442740;285557218;2019/9/24;21
0013;3946;50;57555975;P2918;2305;9687692187;217604828;2019/9/20;21
0013;5491;50;22382435;P5336;3393;9661001499;138376200;2018/10/18;25
0013;1087;50;29746769;P2289;3883;9632888028;329527670;2019/7/4;21
0013;6209;50;98741403;P2625;5557;9658474415;312393316;2019/4/23;21
0013;3706;50;59123811;P5521;7532;9674716060;233253897;2019/2/10;27
0013;7610;50;61526003;P3990;2984;9630494145;127525468;2019/1/15;21
0013;7064;50;11452418;P1902;2783;9675672676;68688028;2018/1/1;24
0013;3658;50;32029286;P4635;3173;9669829280;319379961;2020/2/19;21
0013;7742;50;67367601;P5107;3641;9643910028;37290582;2018/4/6;26
0013;7055;50;45182435;P5518;7607;9672947852;65907825;2018/10/12;27
0013;4303;50;62433167;P3869;4527;9635535312;300191207;2019/4/13;25
0013;7494;50;39045688;P3168;5234;9642659518;285174309;2020/1/18;20
0013;3842;50;64383622;P4542;6400;9623175385;122307851;2019/10/20;20
0013;7096;50;34857361;P2207;5828;9674441087;256508959;2019/11/29;24
0013;3332;50;14325651;P5238;4756;9699425383;110400257;2020/1/25;20
0013;6180;50;57564138;P1421;3520;9673818716;337568942;2020/2/14;23
0013;1324;50;63857859;P2354;5860;9693780290;56983220;2018/4/8;22
0013;6990;50;94148843;P3436;4490;9656025198;63838966;2020/2/15;27
0013;1680;50;54161664;P4750;3303;9692262137;263446826;2018/9/16;21
0013;2548;50;73018585;P3284;4819;9699715303;228849427;2019/7/9;24
0013;6826;50;27634296;P2358;3585;9664781692;201021821;2019/6/19;23
0013;7198;50;22154113;P3139;5662;9634414862;123168117;2019/4/8;21
0013;2395;50;18795314;P5210;5229;9667100272;121274203;2020/2/28;24
0013;1393;50;25061359;P5368;6167;9650766061;181732322;2018/9/15;24
0013;4716;50;49135977;P4979;7655;9646206438;177058611;2020/1/21;27
0013;7002;50;30813811;P5446;6430;9698142164;94128187;2019/12/20;21
0013;3045;50;92730475;P1589;4907;9694923893;172761102;2020/2/19;25
0013;7099;50;77111742;P5071;6606;9620512329;182504441;2019/8/23;24
0013;4076;50;55722328;P3592;6886;9685089437;263468526;2020/2/24;22
0013;1824;50;68195862;P1142;7596;9631982112;267088766;2020/1/21;21
0013;2513;50;68516598;P4274;2408;9636991469;214272444;2019/6/21;23
0013;4065;50;39543555;P1780;3482;9693176150;51874487;2019/9/7;25
0013;3373;50;19221883;P5019;3815;9666778583;303927035;2020/2/1;24
0013;2256;50;39276957;P2879;5749;9612366912;181509064;2018/2/4;20
0013;6793;50;42283959;P5097;5846;9677053493;46847508;2020/1/22;23
0013;4514;50;56241815;P1646;2543;9664234736;157083760;2019/4/5;20
0013;4536;50;68395539;P1165;4902;9648640188;344021927;2020/1/11;20
0013;6878;50;89343673;P4615;5594;9612250060;291362832;2020/1/29;24
0013;7329;50;97659584;P3141;3379;9614908531;49147812;2018/2/30;24
0013;3628;50;46428587;P3492;5301;9621976616;255503295;2018/7/30;20
0013;5841;50;47030228;P4061;6796;9617806577;140889820;2020/1/6;24
0013;5303;50;30963228;P3055;2602;9643869758;261666377;2019/5/7;20
0013;3435;50;95540504;P3346;7712;9631964459;89602985;2018/2/12;24
0013;5691;50;70022363;P2480;5964;9664696296;338645609;2018/2/9;24
0013;5667;50;45561615;P1768;7489;9638099465;161168503;2019/11/27;25
0013;4374;50;19102455;P5429;5046;9668900009;118576352;2019/7/1;25
0013;5883;50;61026693;P1669;2315;9661600271;235132571;2018/6/2;25
0013;3047;50;35600215;P2438;7769;9661843762;216625287;2020/2/6;25
0013;5246;50;61921253;P2226;5010;9615770549;187094476;2019/8/28;26
0013;4973;50;39187132;P1361;3557;9631806711;209174539;2018/10/29;24
0013;4993;50;38780640;P5224;7062;9623244480;56869510;2020/1/20;20
0013;2484;50;40132019;P1765;3919;9660153119;186316561;2020/1/23;24
0013;7638;50;96027688;P3286;5475;9666651564;311912974;2019/6/21;21
0013;6992;50;53580719;P5484;2451;9616097533;77586541;2018/9/3;24
0013;4156;50;83273028;P2287;6647;9666132043;88689926;2019/4/8;23
0013;4435;50;24992487;P3516;2767;9683543155;21074941;2020/2/26;22
0013;1009;50;31025297;P2224;2997;9658774803;173647691;2019/10/21;22
0013;1864;50;18045729;P1342;7610;9665485643;284987591;2019/7/23;22
0013;1544;50;14901240;P3436;7583;9642525643;26135805;2018/5/16;27
0013;1989;50;76750631;P4229;7387;9664211739;267378511;2018/2/3;24
0013;7293;50;62448780;P4240;4931;9643077764;297509601;2018/8/13;23
0013;1110;50;19166929;P1388;2264;9670834780;170627921;2019/1/11;21
0013;5875;50;21685514;P3283;5900;9612323157;123973255;2019/7/6;25
0013;1593;50;69228419;P2328;2584;9681256243;82958325;2019/2/9;23
0013;5879;50;33549455;P3161;4338;9691401739;157088838;2019/11/9;24
0013;5251;50;20041861;P5387;5308;9653274141;29282367;2018/11/25;22
0013;6062;50;86635413;P3910;6142;9641259400;327685314;2018/4/8;27
0013;3914;50;16403495;P4911;2990;9654659304;126235367;2019/7/16;22
0013;5461;50;69068402;P1757;5313;9662552149;57937386;2019/10/7;22
0013;3955;50;41740060;P4910;7037;9618592058;268054340;2020/1/30;26
0013;2240;50;11879667;P1385;3128;9631607486;245379115;2019/12/25;20
0013;3666;50;82844928;P4639;3862;9680260553;187381199;2020/1/21;20
0013;6014;50;22266249;P3310;7494;9621080397;161646939;2020/1/10;24
0013;5906;50;41473478;P4602;2736;9673293393;186798262;2019/9/20;20
0013;6069;50;28362968;P2249;6553;9643943759;180971897;2020/2/20;24
0013;4620;50;37247369;P3055;6539;9649453380;241342129;2018/5/29;20
0013;3544;50;40581313;P3248;6539;9618704538;232518240;2019/2/29;25
0013;1728;50;39820875;P1671;5506;9654800765;20433170;2020/2/26;25
0013;1523;50;67726039;P3545;4159;9657843636;161146988;2018/2/4;26
0013;5495;50;38010388;P4112;3125;9641183949;112511502;2018/8/30;26
0013;3915;50;54118593;P4970;6947;9652189645;131017005;2019/10/4;20
0013;3739;50;85480257;P2571;5010;9626025956;180606393;2018/12/22;25
0013;4144;50;71147193;P4197;4212;9673169479;255447252;2018/1/23;27
0013;7102;50;79375395;P2568;6821;9683690679;310386341;2020/2/2;25
0013;1333;50;60870466;P2434;2991;9670759664;296395327;2018/6/29;26
0013;5476;50;87141724;P3468;7022;9614645380;133027126;2018/9/7;20
0013;5669;50;50385869;P1201;7691;9696582570;178459847;2019/3/9;25
0013;3964;50;79043437;P2120;5884;9646906205;64260351;2020/2/10;27
0013;7066;50;75940548;P2755;7122;9615551066;149108831;2019/10/8;25
0013;2218;50;92044518;P3575;3516;9693579422;251952204;2019/9/2;25
0013;7183;50;40447221;P4228;7648;9663608822;285831999;2020/1/11;21
0013;6874;50;67434658;P4972;4741;9637350369;213148285;2018/7/5;20
0013;4035;50;87249705;P2814;6605;9619810183;59926178;2020/1/19;21
0013;1284;50;81905896;P4445;6786;9636409863;253921662;2020/1/17;25
0013;4009;50;15646699;P1319;4857;9640349806;126880852;2019/6/14;22
0013;3717;50;33744765;P1127;6473;9661900392;208822174;2020/2/7;26
0013;5063;50;30390450;P4928;6681;9686090814;117702789;2018/5/13;27
0013;4725;50;36538272;P1436;2825;9659320826;269698602;2020/1/20;22
0013;6198;50;27702940;P5156;4310;9616232477;112985522;2020/2/30;26
0013;1605;50;83318307;P3491;7592;9638556353;303502643;2018/6/29;22
0013;6576;50;12762604;P2556;7442;9622972912;120680083;2020/1/12;21
0013;2635;50;65272979;P4373;7402;9659035735;144342707;2018/7/15;26
0013;1108;50;34578699;P4267;2231;9696921164;161040375;2018/3/18;23
0013;7271;50;71816109;P4883;6166;9626502358;39882432;2020/2/21;27
0013;1561;50;14404193;P1747;4436;9621221909;174642263;2018/7/25;27
0013;4024;50;57331824;P3197;4540;9655662387;188878227;2020/2/21;26
0013;4559;50;86583797;P1819;5916;9646755298;139820014;2019/9/4;23
0013;6285;50;13926642;P5095;4839;9654951582;98437940;2018/3/21;26
0013;5528;50;59877780;P4097;3340;9625865094;323114099;2018/11/18;22
0013;3574;50;76175260;P4539;4536;9695430530;254089734;2020/2/24;23
0013;6444;50;59276741;P4655;4429;9626020703;140556547;2018/1/14;21
0013;4296;50;58237968;P1127;5757;9611847524;76991257;2020/1/27;20
0013;3748;50;29308486;P4018;7289;9656965576;270291431;2019/5/7;24
0013;2872;50;39525625;P2422;7535;9667041369;251846559;2018/5/2;23
0013;2965;50;40238078;P2446;6699;9694129778;31938085;2019/3/24;27
0013;1808;50;30152491;P1240;5374;9646423241;188811526;2020/1/4;20
0013;5475;50;88746197;P1350;5490;9669024151;193707098;2019/12/27;21
0013;1011;50;39461241;P2638;7076;9664057866;316105530;2018/9/15;27
0013;3629;50;53647832;P4030;4479;9670804497;173571810;2019/11/15;23
0013;6291;50;46588997;P2694;5653;9668434763;320686577;2019/12/21;20
0013;2093;50;51704302;P1385;5776;9616322065;118882803;2020/2/4;21
0013;1406;50;43468828;P1866;4461;9647414460;338482393;2018/3/21;23
0013;1796;50;65751077;P2643;4109;9663888890;254355124;2020/1/26;25
0013;1183;50;54868230;P3781;5001;9631695995;158740584;2018/12/22;24
0013;2051;50;37446280;P2284;7704;9687320676;323452017;2020/1/19;23
0013;3587;50;57438171;P4973;5001;9615184383;27237050;2018/1/12;26
0013;5046;50;56354352;P1762;2657;9633846928;196313709;2018/12/15;25
0013;4922;50;57862974;P1210;2405;9628431037;329261724;2018/3/30;25
0013;1997;50;59051486;P5036;7455;9680579781;277935133;2020/2/20;22
0013;3778;50;58057304;P3032;7233;9659018020;289464626;2020/1/16;26
0013;1397;50;23441820;P2191;6821;9638114001;289581866;2018/6/13;22
0013;1577;50;33126348;P3419;5642;9673895922;347364997;2018/8/29;26
0013;4651;50;63045868;P4686;7740;9612655205;231651410;2019/4/19;24
0013;4727;50;72874431;P5416;6437;9650246863;261898245;2020/2/17;20
0013;1013;50;41146083;P3775;3941;9641869878;311059983;2019/7/19;20
0013;7575;50;64949062;P1514;7043;9640074953;41464490;2019/10/16;23
0013;3280;50;93117260;P1456;7053;9698067723;70890489;2019/2/24;21
0013;7106;50;81389618;P1586;6241;9651525815;57116171;2018/8/9;24
0013;2147;50;62194598;P2113;7065;9614582860;230114643;2020/2/29;21
0013;1229;50;31079924;P4445;3943;9683597891;181411849;2018/3/15;23
0013;6920;50;60725976;P1987;3447;9634309721;64099249;2019/8/18;26
0013;1304;50;72876312;P4164;4940;9614432602;257189298;2018/6/10;27
0013;3767;50;18675743;P1129;5087;9658988821;316183830;2019/2/27;21
0013;2601;50;64285914;P3666;2568;9611634790;347180852;2020/2/30;25
0013;2383;50;34409591;P5502;6637;9665936861;55244752;2019/5/5;20
0013;5785;50;11880318;P5376;7026;9681724403;344148318;2018/3/20;22
0013;4576;50;89874733;P1708;4242;9692600821;245245579;2019/8/21;27
0013;5722;50;59723922;P2491;5628;9648629736;84276209;2019/3/23;27
0013;3760;50;85186589;P2008;3075;9683446705;159202239;2020/2/15;22
0013;2313;50;15342584;P1815;4553;9690353899;192920044;2020/1/21;23
0013;2577;50;58755560;P5290;2489;9682097587;80329617;2020/1/26;22
0013;2633;50;13181931;P1275;5429;9618504819;340250285;2018/12/1;24
0013;2516;50;50860379;P4664;6824;9620188614;240418231;2018/1/6;21
0013;4781;50;37407843;P2950;5274;9650552180;106840890;2020/2/18;24
0013;4407;50;82286423;P4531;4303;9683594022;128691741;2018/6/17;24
0013;2600;50;25070894;P2576;6246;9640504831;276890034;2018/2/23;26
0013;5074;50;62356698;P4420;4774;9653262316;78642931;2018/11/16;25
0013;2476;50;53994739;P4892;6386;9676514095;213253811;2020/1/28;20
0013;2571;50;25856894;P1330;4858;9680302090;22421401;2018/5/30;24
0013;1558;50;65685109;P1595;6438;9618410948;164997926;2019/9/19;23
0013;6007;50;31707177;P2336;3454;9624451033;214218297;2020/2/27;27
0013;4751;50;25298569;P2271;6286;9668479095;108080800;2020/2/16;26
0013;2630;50;84205925;P4722;7246;9667509031;185553930;2019/10/7;23
0013;3448;50;63057218;P5439;6074;9663267698;193365837;2019/7/6;24
0013;7378;50;30171083;P4755;3635;9625087705;271531155;2020/1/6;25
0013;3098;50;85484035;P5151;5233;9646035449;24517019;2020/1/19;25
0013;5275;50;19878163;P5152;2374;9686745238;69401525;2020/1/12;27
0013;6329;50;75823556;P4771;7710;9652269798;343437774;2020/1/27;23
0013;6638;50;24322169;P3856;7052;9636119531;265578785;2018/1/6;24
0013;4970;50;33986217;P1235;7230;9611231496;26031802;2018/10/18;20
0013;2414;50;51797084;P5251;4071;9631700158;208963575;2020/1/4;21
0013;4004;50;77938039;P1832;5130;9658900779;52747509;2019/3/13;25
0013;2443;50;41266900;P5047;5648;9632280794;230837005;2018/6/7;25
0013;6134;50;42433608;P2331;3691;9660872977;163307530;2020/1/14;25
0013;5315;50;42926481;P2774;7155;9687351160;74189123;2018/5/22;25
0013;2132;50;77401769;P2655;3123;9656828500;238027383;2020/2/26;27
0013;1292;50;30543240;P4927;5247;9699135472;187268190;2020/1/18;20
0013;2653;50;74616083;P2633;6130;9697570441;233780801;2019/3/21;26
0013;4214;50;54760475;P1860;6629;9676015984;63519990;2018/1/29;21
0013;4372;50;91899788;P2499;7182;9612126532;35917346;2018/10/27;26
0013;5184;50;32551285;P1850;4763;9635781054;30055743;2019/3/3;21
0013;2623;50;34163709;P4237;3093;9695484821;57887282;2020/2/14;25
0013;6841;50;96071046;P5027;4541;9674580571;321953467;2019/12/13;22
0013;5442;50;31751099;P2063;2809;9647218865;78164556;2020/2/23;25
0013;2829;50;21844664;P2674;5085;9646092077;107150160;2018/12/19;27
0013;1067;50;71967335;P5440;3433;9666807551;212944209;2019/10/9;20
0013;2734;50;97580652;P3976;4872;9645792205;287517708;2018/6/16;23
0013;1169;50;28858458;P3704;2247;9686234805;234232073;2019/4/29;23
0013;4199;50;78151480;P2197;2515;9697357306;241645761;2019/12/16;27
0013;2197;50;27387165;P1291;3192;9637309776;110755633;2020/2/21;21
0013;6964;50;15385440;P3867;3714;9622555872;178488976;2020/1/8;25
0013;6109;50;54322850;P3659;7596;9658484596;145395866;2019/2/1;27
0013;3544;50;78883526;P4067;6597;9648127205;84702320;2019/11/6;22
0013;6407;50;95901291;P4858;7675;9618475508;36593917;2019/8/16;24
0013;3607;50;72743055;P5284;2469;9690255265;160519635;2018/11/2;25
0013;6635;50;24878915;P5461;5017;9695845595;175982652;2018/7/13;22
0013;5695;50;26996820;P3381;3640;9628098132;347444261;2019/5/1;24
0013;6773;50;35774290;P4326;4956;9634779650;151058833;2019/6/22;24
0013;4623;50;33265146;P5501;4889;9627129448;283147937;2020/2/19;24
0013;3097;50;79053981;P3659;4672;9634266651;95177792;2019/12/19;22
0013;4992;50;56070523;P4998;2906;9652828374;160439998;2019/4/18;20
0013;5983;50;99274078;P1374;4383;9684065027;308515993;2020/1/25;26
0013;1796;50;66681829;P5142;7643;9672693625;86197455;2020/1/16;23
0013;2183;50;26990769;P3726;6326;9662366962;159776027;2020/2/1;25
0013;4063;50;30125544;P5305;3238;9655408835;29585328;2018/10/12;20
0013;5341;50;71215226;P2366;4196;9669265820;291318305;2020/2/19;20
0013;3804;50;26344323;P4910;7316;9668524006;150061599;2018/7/6;24
0013;5955;50;20861513;P5202;2627;9663816858;62034454;2020/2/20;24
0013;2907;50;89861873;P4886;7465;9682898791;297603411;2018/7/4;21
0013;5971;50;15128209;P2921;6622;9614437853;110678277;2019/9/27;21
0013;1819;50;29386273;P3700;7772;9679337213;251931842;2020/1/18;21
0013;7117;50;42564802;P1911;7701;9674260849;337190312;2020/1/9;22
0013;2205;50;40329073;P1896;6967;9693067152;154082979;2019/7/21;20
0013;7056;50;74332730;P1178;2691;9651099646;229934924;2018/8/6;26
0013;6205;50;94079968;P1768;4333;9636314803;108382494;2019/9/11;27
0013;1821;50;29048239;P2034;4497;9656066978;158514784;2019/7/7;26
